c,null_like,alt_like,p
0,-15017.969966415016,-15018.211667833892,1
0.01,-15138.0115241825,-15138.547585635717,1
0.02,-15418.621100678401,-15418.499799733458,0.6223331763584063
0.03,-15113.284381600166,-15113.540019348817,1
0.04,-14941.695653929586,-14942.603298759217,1
0.05,-14656.62160240382,-14656.477647300935,0.591562842267066
0.06,-14955.043661887557,-14955.864028523965,1
0.07,-14604.446169605546,-14604.46811736124,1
0.08,-14902.76941427313,-14903.44100390655,1
0.09,-15467.583268278797,-15468.220738231223,1
0.1,-15254.585920038584,-15255.188562342404,1
0.11,-15705.501415676978,-15705.31428225014,0.540687604208372
0.12,-15307.322718126707,-15307.562605226296,1
0.13,-15259.445971515,-15260.16619510096,1
0.14,-15838.202579728166,-15837.099813755149,0.1375164500806028
0.15,-15005.496115320446,-15005.16555488022,0.4161645090418138
0.16,-15492.39405625844,-15492.574906157708,1
0.17,-15088.067810462358,-15086.937274934633,0.13266228116928097
0.18,-15057.792814698587,-15057.848329114833,1
0.19,-14574.46699070937,-14574.583841158996,1
0.2,-15010.104080972209,-15010.806005875786,1
0.21,-15439.923487213706,-15440.38273082485,1
0.22,-15173.315556328645,-15173.029689985424,0.4495712133190534
0.23,-14855.600268244996,-14856.425234967459,1
0.24,-15020.921218565383,-15021.497494706211,1
0.25,-15228.427187159083,-15225.619685265554,0.017807342633896717
0.26,-15036.48063223491,-15036.03799519148,0.3467612069334356
0.27,-15412.510628869759,-15408.132124855121,0.0030841460305475184
0.28,-15288.176253166212,-15288.80332139045,1
0.29,-15161.415413284883,-15158.713951140931,0.020103041299775755
0.3,-15272.686593559012,-15273.513451716379,1
0.31,-15274.6865832582,-15273.669839226963,0.15386712120931745
0.32,-15172.13705632875,-15171.934057090335,0.5240075399413542
0.33,-15644.260594380328,-15641.125283246954,0.012275602479337677
0.34,-14702.861072522388,-14703.507471747529,1
0.35000000000000003,-15330.285413585409,-15329.651458074995,0.2601589370575832
0.36,-14795.886071122577,-14794.639285855452,0.11431212510746938
0.37,-14995.958796522058,-14996.447655287497,1
0.38,-14964.996893195424,-14965.388897329154,1
0.39,-15237.381915626273,-15237.364510377452,0.8519933085469488
0.4,-14275.358704505816,-14274.484026890605,0.18595780941338508
0.41000000000000003,-14949.947706095927,-14949.922349498613,0.8218268767050323
0.42,-15284.450451978531,-15284.008543466785,0.3471583544441517
0.43,-14974.021393346853,-14966.702710734882,1.3030524277416158e-4
0.44,-15783.047909505396,-15774.096384085298,2.324481873408534e-5
0.45,-15177.13350365512,-15172.597103502703,0.0025943946731887867
0.46,-15199.346290405334,-15193.475903277456,6.114558112636785e-4
0.47000000000000003,-16240.27621956478,-16237.803179996507,0.026149909452055264
0.48,-15192.663735461023,-15189.76349750117,0.0160218372907523
0.49,-14888.179021986196,-14886.774175939057,0.09369635764260671
0.5,-14961.63301263749,-14959.09803251148,0.024343941853680884
0.51,-15017.81728215663,-15017.62228668885,0.5323041664349824
0.52,-16165.825061824822,-16163.9175899476,0.05079731061424107
0.53,-15145.145125630832,-15142.751238832892,0.02866245228711536
0.54,-14748.254120995205,-14739.982005462783,4.752835835217904e-5
0.55,-15066.827327525463,-15065.59027276692,0.11573497376495714
0.56,-15286.82022799976,-15283.88113478678,0.015329603687800102
0.5700000000000001,-15074.56072009964,-15072.43047501235,0.03900866389875728
0.58,-14933.501225617361,-14927.158574084298,3.6854085275353114e-4
0.59,-15387.130487676124,-15383.752080091996,0.00933902952251976
0.6,-15326.653166760903,-15323.801010900703,0.016923289910994732
0.61,-15293.081325805884,-15288.943009562268,0.004015853960738031
0.62,-15406.84259707878,-15402.822125090275,0.004573169920670078
0.63,-15579.06724188494,-15573.069422704059,5.332520712633017e-4
0.64,-15208.762775110003,-15204.44085273613,0.0032816815908546537
0.65,-15297.566168305273,-15293.172357874379,0.003032815236950344
0.66,-15146.20545379883,-15140.426785107884,6.748242087420601e-4
0.67,-15237.93069188702,-15234.336485327862,0.007337584388402937
0.68,-15142.193035335968,-15134.44458795058,8.264090226750498e-5
0.6900000000000001,-14890.124352845078,-14876.629234223112,2.0448566922397757e-7
0.7000000000000001,-15205.648330804774,-15196.633710837936,2.1753789175431987e-5
0.71,-14921.923438467918,-14916.782766032415,0.001343819617564768
0.72,-15440.513307294914,-15432.479206165404,6.110144366665269e-5
0.73,-14734.673800470035,-14730.182640047307,0.002726041861566985
0.74,-14882.591382598794,-14870.908494915086,1.339405163348643e-6
0.75,-15409.927099085313,-15396.114229659119,1.4720685096441e-7
0.76,-15370.700417047123,-15364.121315185092,2.8626317312359454e-4
0.77,-14730.351684931113,-14722.888938159902,1.1184137663009991e-4
0.78,-16203.065861700365,-16192.587436791642,4.697452204704126e-6
0.79,-15583.95986195635,-15575.280348901802,3.094252110742931e-5
0.8,-15564.971708492489,-15546.405100012322,1.1032823015451844e-9
0.81,-14989.129483306464,-14984.772796158955,0.0031588398220424294
0.8200000000000001,-14941.217225390166,-14929.178290748097,9.251748777424749e-7
0.8300000000000001,-14711.311888158252,-14701.78683216356,1.2733030101887645e-5
0.84,-15895.309289267572,-15882.15929406305,2.922901273315547e-7
0.85,-15772.62619019,-15767.133355584234,9.181912104731754e-4
0.86,-15343.571648673502,-15336.889923599118,2.565758576373216e-4
0.87,-15347.342008310776,-15333.653985790927,1.674932651380622e-7
0.88,-14543.83631423218,-14536.724842591122,1.6237861550652248e-4
0.89,-14248.289600927505,-14235.915116307915,6.530371522398082e-7
0.9,-15240.033911065202,-15236.458411593616,0.007492224499074461
0.91,-14941.345564900363,-14925.351651061555,1.551416607716983e-8
0.92,-15534.936344784059,-15524.43837131064,4.602560103360748e-6
0.93,-15950.354178921987,-15936.555534757923,1.4938804940801546e-7
0.9400000000000001,-14768.115744851217,-14759.734844457105,4.237787758028296e-5
0.9500000000000001,-15283.908206298142,-15270.879113512206,3.3128135463046857e-7
0.96,-15227.326894435037,-15205.036511214626,2.4407766940244983e-11
0.97,-15353.336721896501,-15338.93791508025,8.035005422363565e-8
0.98,-14904.172872735307,-14886.141758725855,1.9111571509363066e-9
0.99,-15329.29377012942,-15318.183099912287,2.429583015919379e-6
1,-15244.797142371246,-15232.634522814826,8.136593036965491e-7
