c,null_like,alt_like,p
0,-14706.294614062574,-14707.068676808005,1
0.01,-15647.937280577766,-15648.41467726217,1
0.02,-15782.806536177552,-15783.322548373042,1
0.03,-15001.585652912636,-15002.097397298474,1
0.04,-15840.722375501478,-15840.38329997257,0.4102241286426693
0.05,-14907.814869317348,-14908.679760334711,1
0.06,-15632.281683306963,-15632.978827859715,1
0.07,-15883.675659911747,-15883.15871767401,0.3092480590899311
0.08,-15191.127426657467,-15191.848362499539,1
0.09,-14819.89906674996,-14820.41815605133,1
0.1,-14904.718417076732,-14902.933536394798,0.05884076655822027
0.11,-14944.930416637131,-14945.356097235557,1
0.12,-14937.78366189767,-14938.416558217465,1
0.13,-14432.643356384138,-14432.892511540986,1
0.14,-15698.308136204363,-15697.155349613331,0.12891071938459261
0.15,-15373.368546762955,-15373.40708887706,1
0.16,-15294.0522315336,-15292.042435098592,0.04497456912845992
0.17,-14887.748339306592,-14886.088579720108,0.06846184927000898
0.18,-15400.67326270068,-15398.071035464422,0.022529083546448236
0.19,-14482.761330315718,-14480.236307306277,0.02462528429610097
0.2,-14821.126467235812,-14822.010194215207,1
0.21,-14880.285056229097,-14878.417996026032,0.05331172903579893
0.22,-14269.840248488386,-14270.646312802231,1
0.23,-14981.701906034152,-14976.045961306469,7.701236500848349e-4
0.24,-14720.4191224662,-14721.216351506777,1
0.25,-15326.537632125235,-15324.423107275556,0.03973768371307884
0.26,-14918.181410154742,-14918.922192843556,1
0.27,-15309.081924464921,-15306.975448715524,0.0401164776194896
0.28,-14570.17094054051,-14570.990006257569,1
0.29,-14977.622514544,-14977.17535587808,0.3443100273631504
0.3,-14584.759479239108,-14585.08149736557,1
0.31,-15201.26534167135,-15201.067066947184,0.5288766674016295
0.32,-14907.775602401962,-14904.588347887735,0.011577106603772059
0.33,-15455.993309583557,-15456.650698595171,1
0.34,-15345.751013393983,-15345.948754600313,1
0.35000000000000003,-15368.881185284727,-15367.138856804859,0.06194019776696236
0.36,-15231.66503254754,-15222.441528696078,1.746949222240316e-5
0.37,-14610.070923644464,-14603.939293251025,4.6196356876767355e-4
0.38,-15515.54053323962,-15515.571293316003,1
0.39,-14964.46758522844,-14963.111667671645,0.09960634872581353
0.4,-15313.138933353537,-15308.335373527652,0.0019382441881489476
0.41000000000000003,-15399.005989906505,-15397.850850510971,0.12852099691268248
0.42,-14746.33096727672,-14740.379774218856,5.606208282878184e-4
0.43,-15421.4523387423,-15415.64031164245,6.510433745718598e-4
0.44,-14836.154191825917,-14834.053891280384,0.04040965328620604
0.45,-15535.18901514811,-15532.466365223634,0.01962104669501599
0.46,-14783.568005261479,-14780.375163165636,0.011504440692942632
0.47000000000000003,-14857.615584814177,-14845.565516692772,9.145382609854414e-7
0.48,-15179.758772707877,-15180.373820559855,1
0.49,-14959.265366826115,-14956.642533043885,0.022001485151118383
0.5,-16045.012780332265,-16043.383907062771,0.07108675365518843
0.51,-15446.209838078785,-15444.69706300732,0.08196251919261083
0.52,-14666.022951117278,-14662.087466330067,0.005023471075409865
0.53,-15098.446967670265,-15088.440203365742,7.689620279284479e-6
0.54,-15518.982263495398,-15512.725639855544,4.040766797972631e-4
0.55,-15530.932596169143,-15529.553364509313,0.09674112111744831
0.56,-14872.599298468567,-14873.224792677724,1
0.5700000000000001,-14545.10424296544,-14538.632594521949,3.2106906339148135e-4
0.58,-15439.876817173603,-15439.779695530387,0.6594081849503868
0.59,-15206.82456273483,-15202.895950187976,0.005061801888938555
0.6,-14799.012472427401,-14792.773069048635,4.1159502657804023e-4
0.61,-14413.94368748173,-14409.884363727184,0.0043812232371085195
0.62,-15994.017601697233,-15994.339363829467,1
0.63,-15884.743957905193,-15884.94926021491,1
0.64,-15399.595581466961,-15393.255633747804,3.6960823860971586e-4
0.65,-15425.39157469634,-15416.87127512237,3.658906566721816e-5
0.66,-15822.250792656243,-15819.071381474047,0.011679904042462554
0.67,-15848.068182069606,-15838.541630466656,1.2713087210616878e-5
0.68,-14923.233329873656,-14914.261751881224,2.2760134103171614e-5
0.6900000000000001,-14625.640127837807,-14623.339084927104,0.031933082529291716
0.7000000000000001,-14653.697575066211,-14648.18617379541,8.99979024135842e-4
0.71,-15649.918512509154,-15639.111751431683,3.334923681791898e-6
0.72,-14745.9099220469,-14732.438330838395,2.09524902099873e-7
0.73,-15809.692025337865,-15797.463755486373,7.600508398579651e-7
0.74,-14613.51885345069,-14607.362203771472,4.4974228858785174e-4
0.75,-15030.687355707467,-15015.448988011372,3.378943861543941e-8
0.76,-15122.85285962245,-15117.41528110127,9.746276455637637e-4
0.77,-15633.472311451213,-15628.8788589785,0.002437527127045325
0.78,-15254.313697997333,-15246.734231202425,9.882959044325216e-5
0.79,-14068.510330948086,-14060.919499856505,9.764709380453057e-5
0.8,-15486.824680665293,-15476.447932900068,5.223614333669268e-6
0.81,-15622.76508010141,-15608.634216883265,1.059706999683992e-7
0.8200000000000001,-15425.244104069465,-15411.137849936353,1.0869983484809921e-7
0.8300000000000001,-14519.617936524593,-14510.459041420341,1.869531445696865e-5
0.84,-14664.845087932868,-14652.49811620363,6.719500505510221e-7
0.85,-14871.758387467587,-14865.773479308247,5.406927101990811e-4
0.86,-15141.019549187078,-15132.179058291966,2.6122538646333434e-5
0.87,-15237.030835961199,-15225.183838476687,1.1293437317986022e-6
0.88,-14440.105886600993,-14425.90561530407,9.863765986955743e-8
0.89,-14912.317935758354,-14899.159894747296,2.8986491806988835e-7
0.9,-15073.996531259134,-15057.264352570424,7.258199368063052e-9
0.91,-14709.109249424922,-14698.726680920261,5.191956286505875e-6
0.92,-14654.998506014625,-14642.892773541069,8.631691501089574e-7
0.93,-15681.149610263377,-15678.442678917256,0.01997746347073617
0.9400000000000001,-14958.119266865655,-14936.113905517968,3.265818792788763e-11
0.9500000000000001,-15008.181637725716,-14994.721276868671,2.1197398152448937e-7
0.96,-15025.163849755523,-15016.175252743085,2.2356746309399473e-5
0.97,-14813.353288290853,-14803.395073677177,8.090209500993575e-6
0.98,-14948.482655291687,-14935.85087437683,5.000671191538922e-7
0.99,-14288.089273477664,-14272.123261036311,1.596630128818292e-8
1,-15014.839296242242,-15004.405124200062,4.919580470065373e-6
