c,null_like,alt_like,p
0,-15739.66791186873,-15740.350837402873,1
0.01,-15658.532301271212,-15656.540464078736,0.0459432384831002
0.02,-15374.622784365232,-15375.258610613719,1
0.03,-14148.48120180326,-14148.26352771935,0.5093762847985436
0.04,-15268.833882827492,-15269.45032172698,1
0.05,-15779.035228550665,-15779.53870037633,1
0.06,-15006.937990407034,-15007.595419703395,1
0.07,-15865.740067832394,-15866.405444495069,1
0.08,-14986.611852447311,-14986.846885120327,1
0.09,-14815.205054127257,-14815.818880314662,1
0.1,-14829.68714596173,-14830.382236320402,1
0.11,-14850.89062566113,-14850.19097429319,0.23684035024833042
0.12,-15522.39355224777,-15521.748280078515,0.2559476602437893
0.13,-14887.874111962052,-14888.638993911623,1
0.14,-15400.011919082548,-15399.934443063637,0.6938472311452596
0.15,-15333.41193868927,-15333.880496720605,1
0.16,-15443.326082541946,-15442.863482409432,0.33611324688401445
0.17,-15253.958482311875,-15254.669145545555,1
0.18,-14555.353830531809,-14556.0769448048,1
0.19,-15635.551724101866,-15635.937314496774,1
0.2,-14985.432831682863,-14984.83044287028,0.2723688717020833
0.21,-14310.890407651214,-14309.789709282213,0.13788574931577913
0.22,-15830.63508898211,-15831.0562494494,1
0.23,-14415.107362463663,-14415.702991586568,1
0.24,-14896.15941266178,-14894.832747094028,0.10333315509376897
0.25,-16433.083429500824,-16431.68131404079,0.09401591896048898
0.26,-15519.040291028883,-15516.995610689859,0.04315396219679265
0.27,-14862.686972306386,-14863.343677870951,1
0.28,-14807.576053683482,-14806.205308460638,0.09777353492950273
0.29,-14554.293317997315,-14551.76503039515,0.024532671945375208
0.3,-15210.206773958012,-15210.546540773365,1
0.31,-14308.99941405513,-14309.49768024424,1
0.32,-14815.216550215195,-14815.226651527944,1
0.33,-15597.76333817023,-15596.758214970103,0.156239940681149
0.34,-14617.110041134547,-14616.838844252725,0.4614423628563298
0.35000000000000003,-14871.704138812689,-14872.453398238184,1
0.36,-15351.903992504193,-15349.977088256177,0.04963316826151712
0.37,-15213.95917756644,-15207.947149698117,5.251829829125208e-4
0.38,-15184.520265184441,-15177.331325231457,1.4954880223844706e-4
0.39,-15096.27778893169,-15087.230621411343,2.1022595888036712e-5
0.4,-15668.899402047567,-15667.758042086303,0.13082227005194721
0.41000000000000003,-15080.923898995572,-15074.995324923068,5.744043938096234e-4
0.42,-15610.887345218774,-15603.807615995578,1.679506199320246e-4
0.43,-14657.88759047864,-14656.494838975921,0.09512082309453763
0.44,-15391.99395084784,-15386.665133776574,0.0010961751692677652
0.45,-15274.140878353632,-15268.262204082377,6.06034946883321e-4
0.46,-14414.196052346146,-14405.391133805786,2.7118197467099855e-5
0.47000000000000003,-15625.842295753424,-15617.734529806112,5.65287418175448e-5
0.48,-14920.306453750749,-14912.571172635575,8.38002659969866e-5
0.49,-14583.962001273307,-14584.415197546148,1
0.5,-15431.446528619474,-15429.391350338487,0.0426213757332667
0.51,-15479.628308595651,-15477.43287722904,0.03613202530952343
0.52,-15510.364813673543,-15507.846178717151,0.024807556509993316
0.53,-15848.762829537127,-15846.58459770359,0.03686876453638507
0.54,-14627.835246640585,-14627.325628338836,0.31270015739404206
