c,null_like,alt_like,p
0,-15346.688154766585,-15347.428399447695,1
0.01,-15149.415740264498,-15149.31737505294,0.6573729993584229
0.02,-15232.78029594306,-15233.027728486917,1
0.03,-14984.203845850843,-14984.17840926752,0.8215508049855337
0.04,-15178.84981206737,-15178.33296145569,0.3092909393122644
0.05,-15770.706905799867,-15769.086464105083,0.07182190289591271
0.06,-15117.263271009584,-15118.137252856115,1
0.07,-14780.04339702942,-14780.55692055093,1
0.08,-14743.846710438433,-14744.573459796758,1
0.09,-14883.44800788624,-14884.298659947055,1
0.1,-15642.616390223178,-15642.354443884238,0.4691858834940764
0.11,-15635.291706213598,-15636.13112588706,1
0.12,-14821.360342250815,-14821.566075401417,1
0.13,-14026.79755215853,-14027.295056094878,1
0.14,-15364.968505831364,-15365.827580031822,1
0.15,-14543.372826240013,-14544.020916215679,1
0.16,-15731.578107329075,-15731.982510116346,1
0.17,-15707.32927699644,-15705.602454993941,0.06311248255712405
0.18,-15280.624472489118,-15281.292395893684,1
0.19,-15024.768125605926,-15025.441972423912,1
0.2,-14971.052696766865,-14971.651611347927,1
0.21,-15139.316090160626,-15139.728085646771,1
0.22,-15862.368619081393,-15858.632674824721,0.0062669778446862515
0.23,-14726.00404258861,-14724.14969167778,0.05412947530855379
0.24,-15027.956404288647,-15028.3172742071,1
0.25,-14628.997332447483,-14628.628962747325,0.3907073706008991
0.26,-15369.274739968794,-15369.26272993804,0.8768338769865623
0.27,-15429.949551927715,-15427.83224000033,0.039607399067862904
0.28,-14754.820927737332,-14750.676751691959,0.003990018101196239
0.29,-15328.521394627234,-15328.5139057451,0.9025951656087767
0.3,-15569.39811663839,-15569.44876326032,1
0.31,-15726.6094023166,-15721.814159012545,0.0019558810449216745
0.32,-14762.266846764787,-14762.714036657484,1
0.33,-15276.313703442134,-15273.934148315047,0.0291436095933823
0.34,-14874.8719598613,-14873.538447549801,0.10244738634191984
0.35000000000000003,-15349.180624356575,-15349.368350719267,1
0.36,-15390.970197803863,-15389.674079261484,0.10738856266637492
0.37,-15499.600887380004,-15496.75073163819,0.01696190252149447
0.38,-15360.453554744796,-15358.244793669171,0.03557165576753847
0.39,-15585.162812047241,-15584.984042673048,0.5498763391940359
0.4,-14834.115519333638,-14831.608115408031,0.025131418323067804
0.41000000000000003,-15657.317689399157,-15657.401620413752,1
0.42,-14271.140958941289,-14269.297820940228,0.05486197835989898
0.43,-15148.132118501973,-15146.50418673473,0.07116844185882525
0.44,-14660.702249825974,-14658.583808796513,0.0395547457277681
0.45,-15469.192133717193,-15467.547744787738,0.06975492516997363
0.46,-14975.361008323413,-14973.070774441328,0.03233838592131817
0.47000000000000003,-14439.840014670977,-14436.99449080125,0.01705167088136071
0.48,-15662.460743850386,-15661.031081781482,0.09084566154172806
0.49,-15587.723626352848,-15583.152068446783,0.002496555946126727
0.5,-14423.442914055915,-14422.159212485973,0.10908667516092703
0.51,-15777.05092635721,-15772.176541910972,0.0017944284907196694
0.52,-14525.672950209499,-14523.059684044565,0.022244838712530725
0.53,-14742.381539953183,-14731.478095624401,3.0151564681220765e-6
0.54,-16013.559787660222,-16008.938919665425,0.0023656057999239207
0.55,-15728.262153722731,-15726.047166603363,0.03531304092832786
0.56,-15454.4554988336,-15454.830930446806,1
0.5700000000000001,-14464.031176429451,-14458.498458086497,8.795187297906291e-4
0.58,-15470.28576549466,-15464.301804612793,5.412427369890561e-4
0.59,-14972.486060416859,-14970.643926491788,0.05492808198480206
0.6,-15734.32736654335,-15731.298950728215,0.013852599660509723
0.61,-14847.83850178824,-14839.197578620802,3.2225086589176175e-5
0.62,-14718.388516946745,-14711.51891470661,2.100244294434246e-4
0.63,-15439.285883779397,-15432.35116499196,1.959593326229047e-4
0.64,-15231.361462112109,-15229.406523347045,0.04800309532491746
0.65,-14474.986471753678,-14471.390620706397,0.007324147351454499
0.66,-14480.011009906464,-14474.283931245875,7.133423001659793e-4
0.67,-13871.252275767829,-13864.382334051246,2.099485263471225e-4
0.68,-15292.985237709036,-15284.12650483941,2.5626284728585685e-5
0.6900000000000001,-15047.552927318184,-15043.658473466769,0.005256796716849737
0.7000000000000001,-14949.08435861433,-14944.56148594682,0.0026330686218036786
0.71,-14148.134300070795,-14141.31165364521,2.207941490034629e-4
0.72,-15634.160371374885,-15623.833222343537,5.501355122647217e-6
0.73,-15164.28383375607,-15159.56735258326,0.002131197522776527
0.74,-14049.057513937432,-14044.097584206824,0.0016350486611916328
0.75,-15261.387681781065,-15249.197718726498,7.908852569196438e-7
0.76,-15397.72858770456,-15385.420471945621,6.995997231830616e-7
0.77,-15112.771878313188,-15107.48468114591,0.0011466483032893323
0.78,-15356.601086963876,-15342.511437820527,1.1058100650691424e-7
0.79,-14010.269134639597,-14000.274995733698,7.791837154945913e-6
0.8,-14803.158935503932,-14798.722575358906,0.0028946348432141436
0.81,-15409.188955386175,-15395.845795195182,2.393097751406491e-7
0.8200000000000001,-15646.732018431261,-15639.715520021915,1.7963065497428053e-4
0.8300000000000001,-15429.155767629813,-15413.032702386347,1.3582731870551158e-8
0.84,-14847.515709391333,-14843.484945226284,0.004521502739194609
0.85,-16291.193460274095,-16279.496727611826,1.3202627207464846e-6
0.86,-15269.34298337052,-15259.129207329996,6.193172268891432e-6
0.87,-15035.356962752709,-15028.129540914151,1.435601887753369e-4
0.88,-14507.32395074362,-14502.438290818594,0.0017725516152108081
0.89,-15061.96811664909,-15044.583347961077,3.7113542759428024e-9
0.9,-14859.946537213746,-14844.59353871107,3.0023569125025494e-8
0.91,-15364.96747721071,-15354.435622790932,4.442629521053096e-6
0.92,-14957.885976328083,-14954.179248497489,0.006473785891464814
0.93,-14102.620238755982,-14091.621236312501,2.729340311304111e-6
0.9400000000000001,-14617.986333304516,-14608.56472541841,1.419149554497462e-5
0.9500000000000001,-14973.792780237272,-14962.517500204536,2.0468485015094333e-6
0.96,-14908.414574124858,-14891.550750893963,6.339331528488985e-9
0.97,-15060.24279896792,-15052.064730670169,5.248594090483908e-5
0.98,-14639.560063499419,-14628.933208379329,4.023308423844235e-6
0.99,-15504.75994153643,-15486.303748871218,1.235585571053947e-9
1,-14895.97457597101,-14886.544355054375,1.4063910964715216e-5
