c,null_like,alt_like,p
0,-15460.94925900589,-15461.758559187094,1
0.01,-15797.377507604184,-15797.59482339081,1
0.02,-15325.024689292834,-15324.578574565609,0.34487386121038205
0.03,-14720.294857749404,-14719.667572676924,0.26268139612987224
0.04,-15729.475081500772,-15730.059378005762,1
0.05,-15001.71927975434,-15002.567178922975,1
0.06,-15344.6809092272,-15344.195575947148,0.3245139969920982
0.07,-14688.345298432694,-14688.934101861541,1
0.08,-14986.572332304851,-14987.317361002526,1
0.09,-14890.079360225314,-14890.971144339948,1
0.1,-15115.420321164536,-15115.904969397187,1
0.11,-15179.915046906808,-15180.677420834654,1
0.12,-14879.084873588605,-14878.12937677767,0.16685292730473344
0.13,-15501.87171544056,-15502.629888221976,1
0.14,-14991.591111185484,-14992.26179838653,1
0.15,-15335.476616615744,-15336.278002694273,1
0.16,-15634.179727239485,-15634.258765810055,1
0.17,-14686.371046321876,-14686.524305726613,1
0.18,-14540.252509041042,-14540.439540287283,1
0.19,-14588.074402522947,-14586.634913383676,0.08974294791152955
0.2,-14760.419399792741,-14761.046054153127,1
0.21,-16040.371920262492,-16038.046708033447,0.03104586981722437
0.22,-15523.753456213142,-15521.984547424128,0.059984338089838975
0.23,-14736.708613996469,-14737.544288853584,1
0.24,-15422.366547037895,-15419.33543087055,0.01381030062462602
0.25,-15780.276702288904,-15778.144742595348,0.03893000254970348
0.26,-15148.311736827227,-15148.960740095701,1
0.27,-15458.019636362947,-15458.814977237884,1
0.28,-15815.330114475366,-15815.892214258849,1
0.29,-14808.323477637903,-14804.07437612867,0.0035549740289306593
0.3,-14681.425165852945,-14677.708952229148,0.00640588795190187
0.31,-14945.729176697845,-14946.256332002675,1
0.32,-15788.269039641715,-15787.642437813294,0.2629414771741007
0.33,-14904.867860361028,-14902.307760280395,0.023648888712470204
0.34,-14783.113233935479,-14784.007707779861,1
0.35000000000000003,-14203.897380874656,-14203.905684880321,1
0.36,-14907.991219505058,-14907.62390247747,0.3913852223945701
0.37,-15194.729114563756,-15192.964809394412,0.060318323549496504
0.38,-15111.483995545797,-15110.701151308596,0.21083425815138152
0.39,-14783.656639901876,-14781.022202479875,0.021710040694305818
0.4,-15959.560824602893,-15960.004305753386,1
0.41000000000000003,-15381.029409674318,-15377.981302453549,0.013547178663903823
0.42,-14994.225461717608,-14988.784124589642,9.70679911021274e-4
0.43,-14745.097513066548,-14739.840790750117,0.0011850913705810408
0.44,-15091.278903410563,-15090.310186956543,0.1639475362212422
0.45,-15008.501696996696,-15004.682500933788,0.005713882778364597
0.46,-14886.415584056513,-14882.25725624256,0.003928318112393243
0.47000000000000003,-16435.464300969994,-16434.287263245984,0.12495594924695476
0.48,-16256.821752332424,-16254.816780081004,0.045232639644529574
0.49,-15274.345182929843,-15272.44694077086,0.05136031632090755
0.5,-15290.13695004743,-15285.426523061344,0.0021453159059248747
0.51,-15423.593600993076,-15422.524385269106,0.14364870183179632
0.52,-15632.878844166065,-15632.220992679375,0.2513646910888903
0.53,-15775.475469320607,-15775.649395027665,1
0.54,-14595.478120489768,-14595.391281748842,0.6768639817556423
