c,null_like,alt_like,p
0,-28602.121420203075,-28602.49053056284,1
0.01,-27730.00911380194,-27730.526973878204,1
0.02,-28541.537662054725,-28540.426838455933,0.1360877972951018
0.03,-28333.637751078444,-28334.17319161463,1
0.04,-27914.087162331893,-27914.720465052098,1
0.05,-28316.942114037443,-28317.617813611436,1
0.06,-27819.651402138144,-27820.03984054564,1
0.07,-28219.781107954797,-28220.195339299393,1
0.08,-27662.693848071925,-27662.893446121867,1
0.09,-29098.016492691557,-29098.155963353332,1
0.1,-26962.445185015815,-26962.38006941166,0.7181924346096161
0.11,-27633.432220205803,-27633.930172174438,1
0.12,-28083.31677059056,-28081.675838545863,0.07004932535778409
0.13,-28350.74859308322,-28351.412895143825,1
0.14,-28093.887671222896,-28094.482495071232,1
0.15,-28745.234819205933,-28745.253549961595,1
0.16,-27332.74183747136,-27333.337535860595,1
0.17,-28204.682382678853,-28205.33828117713,1
0.18,-26712.243506239607,-26712.295873212806,1
0.19,-26789.6273107118,-26789.10149480337,0.3051315639366944
0.2,-28040.975573582342,-28041.25890228255,1
0.21,-27202.384654666454,-27203.026564589465,1
0.22,-28989.56319734929,-28990.055641660507,1
0.23,-27220.41779661439,-27221.0716376448,1
0.24,-27419.542965301396,-27419.556120131125,1
0.25,-27155.655137213515,-27156.27772004184,1
0.26,-27069.31601746455,-27066.315103408233,0.014291062727672563
0.27,-29467.885100976782,-29468.18495019968,1
0.28,-27027.818240169334,-27028.27152970266,1
0.29,-27402.427798431494,-27399.406968188,0.013972136599369873
0.3,-28611.412788634105,-28611.890542791538,1
0.31,-27493.12450804316,-27491.756191779914,0.09807123575885629
0.32,-29267.22167682221,-29264.34881530585,0.016528850678322958
0.33,-27646.275045836483,-27645.17185001956,0.1374398139914319
0.34,-27685.422538256942,-27685.641915169843,1
0.35000000000000003,-28980.756675549692,-28981.17888359749,1
0.36,-27222.533768056877,-27223.052689095173,1
0.37,-26690.475791594523,-26686.461023828415,0.004602063923479322
0.38,-29022.025254799464,-29019.003131067606,0.013951678409539526
0.39,-27670.208752835377,-27666.549345117714,0.006823637383504336
0.4,-26807.423588740607,-26804.387260846397,0.013729038013282378
0.41000000000000003,-28441.67345406555,-28442.117713272666,1
0.42,-27298.98826429555,-27299.55011567385,1
0.43,-27794.4567619355,-27794.855758740552,1
0.44,-28554.266989556476,-28550.97918631838,0.010338576970105462
0.45,-28330.138222529138,-28327.521071712312,0.022145697596596892
0.46,-27060.13677254124,-27059.96836497383,0.5616733808020254
0.47000000000000003,-27828.14042019533,-27827.395529299538,0.22225031919535665
0.48,-27653.999128336556,-27651.15561007071,0.017090692560126675
0.49,-28400.24253950768,-28398.33476638139,0.05077904498533707
0.5,-28262.415385083812,-28262.61226392221,1
0.51,-27941.061814746452,-27941.038354700555,0.8285119326291167
0.52,-26901.27004783893,-26898.981703847792,0.03240980036423356
0.53,-27663.466847814594,-27659.958734182503,0.008077424778605244
0.54,-28815.655738443245,-28812.378384459473,0.010460700608238137
0.55,-27667.290264697986,-27662.67745790422,0.0023865270193222776
0.56,-28700.02127358409,-28695.934692763854,0.0042514735998528145
0.5700000000000001,-27636.870175612068,-27637.23786653694,1
0.58,-28599.333980025687,-28596.919813841887,0.02799569725551873
0.59,-26308.764628379322,-26303.71966122906,0.0014908142125217277
0.6,-27884.25510345659,-27873.224892250324,2.6420123170032873e-6
0.61,-28474.569629710295,-28468.429666510576,4.5785642731492875e-4
0.62,-27776.876263390983,-27770.639994201018,4.1297851511248965e-4
0.63,-27980.24493883994,-27971.808303591806,3.996037037118459e-5
0.64,-28486.87578044144,-28485.245175525062,0.07093677178452233
0.65,-28402.491209977234,-28397.248910233124,0.0012037370955165418
0.66,-27847.48709725359,-27846.77048178188,0.23123786976063593
0.67,-28566.97118402358,-28560.675866268582,3.876842997988155e-4
0.68,-27416.19699623203,-27401.22202178718,4.4334357555600214e-8
0.6900000000000001,-28102.12335021276,-28099.115575797015,0.014180367685540995
0.7000000000000001,-27852.453604109163,-27851.828531323088,0.2635246756147203
0.71,-27807.978380449265,-27803.312552890467,0.0022522883068378627
0.72,-28295.656935009785,-28290.477699712315,0.0012888193498251212
0.73,-27229.114272709536,-27227.66646001233,0.08882030017564195
0.74,-27117.936643708137,-27112.09693597137,6.319538407297823e-4
0.75,-27231.587909340262,-27226.251405172025,0.0010871017356198665
0.76,-27043.981452120785,-27037.588682804504,3.4930917407174135e-4
0.77,-28423.459806419258,-28420.155212776583,0.0101453953708022
0.78,-29151.677615046046,-29150.64376166812,0.15044759482479103
0.79,-28333.015167273457,-28331.69748379507,0.10450791234387341
0.8,-28577.247722645516,-28572.659613080745,0.0024517999293308204
0.81,-27965.50507979601,-27957.155334795032,4.3792769660168243e-5
0.8200000000000001,-27203.491616325704,-27197.185977755427,3.834264367945452e-4
0.8300000000000001,-27736.594875123814,-27730.810663833105,6.708130139706482e-4
0.84,-28629.195982591136,-28621.29313694632,7.019105766564267e-5
0.85,-26769.82502952696,-26765.37160272834,0.0028410234976013167
0.86,-28695.030057811124,-28686.47942554807,3.5438701400045603e-5
0.87,-27551.538794443048,-27539.909040094088,1.415488796189421e-6
0.88,-27704.25786017373,-27703.302360216243,0.1668522287872856
0.89,-27774.906361970385,-27768.698508840247,4.257379723109695e-4
0.9,-28246.11475401775,-28240.809009725206,0.001123871753600861
0.91,-27928.724114121553,-27916.94995159949,1.218154221142965e-6
0.92,-27945.013729408085,-27930.144435401115,4.944081768344744e-8
0.93,-27905.998854932877,-27896.25287272206,1.0102377077947621e-5
0.9400000000000001,-28569.590405938234,-28564.294103076332,0.0011354084024888266
0.9500000000000001,-27759.62644006383,-27747.747366808362,1.092320549879836e-6
0.96,-28048.325168672436,-28038.543408611207,9.730962753434399e-6
0.97,-27896.469116768018,-27881.323271266225,3.7171484660341696e-8
0.98,-28785.423771707858,-28769.843984148527,2.3766415018346908e-8
0.99,-28296.578222284388,-28284.547903039947,9.334908582429973e-7
1,-28847.402868450445,-28823.930360134364,7.300638751479206e-12
