c,null_like,alt_like,p
0,-27882.973573427887,-27883.516456239777,1
0.01,-27728.132521579675,-27728.31206131084,1
0.02,-27382.725176485073,-27382.43492175435,0.4461126975778757
0.03,-28689.77507140072,-28689.307470194788,0.3335147203710104
0.04,-28711.69669707156,-28711.878646721554,1
0.05,-28217.198877351788,-28217.77053270173,1
0.06,-27412.821141901484,-27413.066492708716,1
0.07,-27867.196722556935,-27866.93154445272,0.46645714057196147
0.08,-28070.107432380184,-28070.74053249758,1
0.09,-28003.178883762714,-28003.823564110025,1
0.1,-27746.74137101468,-27747.38511645951,1
0.11,-27087.475972890657,-27087.500847329353,1
0.12,-27865.58745837135,-27866.060454257582,1
0.13,-27800.9323878062,-27801.049286318983,1
0.14,-27285.72650250744,-27286.25609526233,1
0.15,-27675.106732555083,-27673.56517401336,0.07910877860636152
0.16,-27742.433748164545,-27742.371249092004,0.7236755760793454
0.17,-28481.619210950743,-28481.822149377203,1
0.18,-28893.669507454088,-28891.82069571973,0.05449002762897386
0.19,-28394.165276166867,-28394.58420446255,1
0.2,-28544.59993057014,-28544.046205053328,0.2926367091459909
0.21,-28082.84563281114,-28083.39112893359,1
0.22,-28178.309004420084,-28178.893554163136,1
0.23,-28690.456363581,-28691.04267225015,1
0.24,-29039.167619225733,-29039.185312155405,1
0.25,-27827.83434225974,-27827.09609369492,0.22432338410415234
0.26,-27275.377802491847,-27275.926358257642,1
0.27,-27782.888569314964,-27783.340973563423,1
0.28,-27509.430002461417,-27507.04528741883,0.02896941403163262
0.29,-27741.189249785068,-27740.602622585895,0.2787335569624251
0.3,-27197.243143744265,-27197.899716019627,1
0.31,-27725.820525053245,-27725.52373604054,0.44103884431003615
0.32,-28755.069463492113,-28755.136727050914,1
0.33,-28000.805173383214,-28000.02819240841,0.2125515016055013
0.34,-28765.84581453909,-28764.27311714742,0.07614157301861871
0.35000000000000003,-27765.79044106358,-27763.61604103779,0.03703503160313767
0.36,-26956.657662425037,-26949.56454433469,1.6557725566682823e-4
0.37,-28045.23360534254,-28043.648658114285,0.07500729330061762
0.38,-27810.704629569445,-27808.20975999093,0.025498052116194995
0.39,-28292.30063484868,-28291.748059029913,0.29313830851188266
0.4,-28283.87076968496,-28278.399138192566,9.394457750759703e-4
0.41000000000000003,-28391.112939378952,-28391.335814427282,1
0.42,-27988.618576756304,-27989.23332180973,1
0.43,-26998.865512704055,-26995.529418148384,0.009792883193866857
0.44,-27222.433672528914,-27218.811370561347,0.007111439906136532
0.45,-26889.899316620595,-26885.881030755532,0.004584221549551361
0.46,-28503.95056016854,-28501.748538110434,0.035853812701447225
0.47000000000000003,-27216.51010308792,-27213.230139980413,0.010430069091676633
0.48,-28418.688345806673,-28416.236060500636,0.026785710349545525
0.49,-28418.267977253014,-28416.09627104052,0.03715238958114191
0.5,-28216.50540938669,-28215.025507914714,0.08535834302483646
0.51,-28148.03611027024,-28147.611005934978,0.3564933125963888
0.52,-28604.631219395873,-28602.25310952755,0.029192595931512067
0.53,-28483.411258529097,-28482.5766187304,0.19635505423249275
0.54,-27773.037575247392,-27769.54406047643,0.008210249958999369
0.55,-26678.05024515396,-26673.334972327004,0.002134007842678246
0.56,-28248.384349008054,-28246.097869401066,0.03248041229140802
0.5700000000000001,-27861.19088176172,-27850.913286671457,5.7936494411438414e-6
0.58,-28258.422901275535,-28249.831504090518,3.394973449385001e-5
0.59,-28144.587900480044,-28141.545578274076,0.013636181016302427
0.6,-27728.099744468465,-27726.229122965524,0.05308494076991544
