c,null_like,alt_like,p
0,-28003.098124247193,-28003.40511143585,1
0.01,-27582.84885933374,-27583.25827461037,1
0.02,-28008.646417499916,-28009.24467013901,1
0.03,-28260.288891479086,-28260.458670146574,1
0.04,-27527.51130712074,-27528.144371847906,1
0.05,-27345.476829866606,-27345.99137411182,1
0.06,-27730.620624973533,-27730.147736414256,0.3307965298161186
0.07,-27750.176110367513,-27749.631347626757,0.2965763707283576
0.08,-26935.31952243741,-26935.711161125575,1
0.09,-28175.20350955272,-28175.59763365484,1
0.1,-28176.308188230352,-28176.928880857988,1
0.11,-28628.251310887812,-28628.928831620353,1
0.12,-28136.331655901344,-28136.57208780716,1
0.13,-26752.952623863857,-26752.96539185751,1
0.14,-27896.000578611955,-27896.501109894663,1
0.15,-28624.61689851978,-28624.90020862787,1
0.16,-27677.66396052783,-27677.978814192385,1
0.17,-27916.301830915883,-27916.71022610887,1
0.18,-28099.511593547755,-28098.8821639057,0.26186712302035775
0.19,-28568.696312541768,-28569.038276918916,1
0.2,-27503.176131421445,-27503.427811922622,1
0.21,-28631.942025788398,-28632.554758525304,1
0.22,-27901.160974478997,-27901.67216690667,1
0.23,-28691.497622358023,-28690.747787175325,0.2207220885513055
0.24,-26207.76048766977,-26208.215216291115,1
0.25,-26520.946024587363,-26521.58054687535,1
0.26,-27081.813079204592,-27081.53791390895,0.45818264618083515
0.27,-27193.680574731097,-27194.17692880072,1
0.28,-27818.202348025923,-27816.191254737176,0.04490545848755483
0.29,-28582.521386906767,-28580.503166318693,0.04452762829107942
0.3,-27703.167121647308,-27703.219567505887,1
0.31,-27029.584955113503,-27029.710538395913,1
0.32,-27926.72112962468,-27925.660899095525,0.1453427846540849
0.33,-27886.258574452557,-27886.518868076208,1
0.34,-28532.354887504887,-28531.780967340783,0.2840017012741556
0.35000000000000003,-27145.679694455244,-27144.753301367928,0.1734596931790227
0.36,-27531.287240695183,-27529.475453677074,0.056966370235182084
0.37,-28035.849189415927,-28035.301129633623,0.2951192775732262
0.38,-27213.09875696347,-27213.627001849996,1
0.39,-27745.94148011634,-27744.962622537932,0.16175788925473036
0.4,-27672.352666503197,-27670.797601332903,0.07780673367335465
0.41000000000000003,-26781.371508411346,-26781.30293519633,0.7111344899554144
0.42,-28351.717386660137,-28351.44951320749,0.4642007113984946
0.43,-27966.28687055755,-27966.658901632556,1
0.44,-27479.079652299493,-27478.261124497538,0.20072993013562998
0.45,-27497.445010495667,-27496.618901111633,0.19865721374814288
0.46,-27993.1830772088,-27993.229849442665,1
0.47000000000000003,-27058.249597280865,-27057.99495410744,0.47544795435340276
0.48,-29033.05312528483,-29032.250182872704,0.20507123508118538
0.49,-27690.11199314926,-27689.939896221975,0.557418395029742
0.5,-27299.064439174406,-27291.318147652684,8.282962730325023e-5
0.51,-28275.528196332027,-28271.0558798427,0.0027828600245962884
0.52,-27803.23584325843,-27803.343184784615,1
0.53,-28091.76009273682,-28089.92556158422,0.05543136142553151
0.54,-28589.701597652856,-28590.27373275681,1
0.55,-28152.741964535475,-28148.86490709835,0.005359029924051037
0.56,-27892.710328381767,-27892.295215664373,0.36220735029145834
0.5700000000000001,-27850.794074132773,-27850.30345242466,0.3218920194197926
0.58,-27306.138537000643,-27297.583026324108,3.525711163650871e-5
0.59,-28010.616331488982,-28008.29496012121,0.031185124374309075
0.6,-27769.753321239143,-27765.032351895294,0.0021207919442840376
0.61,-27507.829081072563,-27505.44785825543,0.029087190420059052
0.62,-28985.403964544734,-28976.78555827903,3.299800080993582e-5
0.63,-28043.684689927588,-28038.38915055184,0.0011363465392829832
0.64,-27843.49790811409,-27838.47701595849,0.0015302890308323868
0.65,-28101.44817638129,-28099.855644205472,0.07431407121255565
0.66,-28181.2070673261,-28176.656097737043,0.0025533864190375173
0.67,-27853.343234082775,-27851.192456400622,0.03807753396286717
0.68,-27577.870216138333,-27574.404605761745,0.008470385401067516
0.6900000000000001,-27992.973472371414,-27986.41503792308,2.926487260269892e-4
0.7000000000000001,-28595.042310220422,-28592.590961137623,0.026814767283281152
0.71,-27382.35033750973,-27382.734597619023,1
0.72,-27279.965262522368,-27273.934528523536,5.147474177614475e-4
0.73,-27578.526619359232,-27569.693601280156,2.6328606564238526e-5
0.74,-28002.231394040384,-27995.63836122328,2.820383914104456e-4
0.75,-26961.91910796601,-26953.206041426623,2.9869105416541166e-5
0.76,-28893.36186822851,-28887.600425852397,6.874462789145196e-4
0.77,-27172.716825829702,-27167.296678276183,9.931490326737962e-4
0.78,-28220.613977014196,-28212.783008186252,7.573302524569185e-5
0.79,-26874.273037458475,-26869.484111365473,0.001969386622519256
0.8,-26881.38401921143,-26876.25978154407,0.0013679761803847084
0.81,-27943.186107951384,-27935.92957215889,1.3919036556680429e-4
