c,null_like,alt_like,p
0,-29278.771200891733,-29279.286599223145,1
0.01,-28192.146155217866,-28192.685853180974,1
0.02,-26707.63946012054,-26707.645394993597,1
0.03,-28521.603774253057,-28522.225803062367,1
0.04,-27864.748486106884,-27865.0345843383,1
0.05,-28314.638251281613,-28313.40241497646,0.11591451536017619
0.06,-28704.051895781697,-28704.557392048766,1
0.07,-27896.519082530092,-27896.202692588715,0.4263374644606235
0.08,-28102.24754663444,-28102.939720276558,1
0.09,-27872.977468040597,-27873.585049704703,1
0.1,-26852.44815351021,-26852.987654413788,1
0.11,-27535.074117761298,-27535.724743488463,1
0.12,-28013.021779533174,-28013.542314536433,1
0.13,-27218.53925439128,-27219.115938192415,1
0.14,-29729.318196537777,-29727.261707815076,0.042555380630517836
0.15,-28177.06916479912,-28176.71283930436,0.3985651499248905
0.16,-27646.444284952202,-27647.038457954142,1
0.17,-26652.982139710468,-26653.44537926856,1
0.18,-28987.983309181807,-28987.95052485369,0.797901593967619
0.19,-27013.319856143844,-27012.891473915683,0.35464572229007607
0.2,-28639.487731032168,-28639.787814718093,1
0.21,-27822.226758296245,-27822.04614692923,0.5478279433439402
0.22,-26840.414078268288,-26840.769458329018,1
0.23,-27593.705482215562,-27593.778933982023,1
0.24,-28295.66203388141,-28293.6564070642,0.04519753227981993
0.25,-27843.789165536084,-27841.72687622884,0.04226454517122994
0.26,-27590.10504677547,-27589.608318063816,0.31889881570833295
0.27,-28718.886557818594,-28719.469950411072,1
0.28,-28623.412481981224,-28622.101772848793,0.10543016976324025
0.29,-28461.438547849397,-28461.985095045107,1
0.3,-27947.632394610453,-27948.01915265422,1
0.31,-29119.309280238605,-29114.61715155375,0.002188566931397072
0.32,-27296.1185504689,-27295.816766404954,0.4372198530162974
0.33,-28332.189614289553,-28331.228748225152,0.1656658372285427
0.34,-28822.543435495107,-28822.205819986888,0.4112337596346477
0.35000000000000003,-27849.42709631075,-27845.378258580495,0.004432206473618949
0.36,-28259.991170340934,-28251.903758210225,5.775664274202982e-5
0.37,-27936.554936938322,-27937.14361342114,1
0.38,-26306.138981209224,-26296.65892599423,1.3348006196358683e-5
0.39,-28608.677840984932,-28608.12145838024,0.2914816423673355
0.4,-27588.737946856207,-27584.005761712677,0.0020950134025023944
0.41000000000000003,-28099.429628274367,-28096.080503297388,0.009650759036158573
0.42,-28171.895345508023,-28170.664085893044,0.11659165206866817
0.43,-27360.76869500664,-27361.320159285708,1
0.44,-27592.183722194204,-27581.681540856338,4.582387347592352e-6
0.45,-28862.619697437196,-28857.810449863122,0.0019262750901360818
0.46,-27840.919462964717,-27836.385248566618,0.002600604281913921
0.47000000000000003,-28267.431857829793,-28265.41496046023,0.04459752051086477
0.48,-28677.328572406186,-28676.681496383295,0.2552841891603937
0.49,-27858.06222594866,-27856.323714753256,0.062226614459257555
0.5,-27770.953967641923,-27767.59543918964,0.009549508602849375
