c,null_like,alt_like,p
0,-27859.524657804013,-27859.707754272484,1
0.01,-27172.96990047651,-27173.456851522067,1
0.02,-27030.242449435755,-27030.60841845566,1
0.03,-28175.544789452106,-28176.202684509746,1
0.04,-27661.184664266162,-27661.590263903436,1
0.05,-27906.84161243689,-27907.113989505673,1
0.06,-27745.52717840433,-27745.572246597927,1
0.07,-27475.107904738667,-27475.001831290105,0.6450898670256752
0.08,-28304.779019263347,-28304.86274158973,1
0.09,-28383.148170187607,-28383.14431946563,0.9300691224593531
0.1,-29333.99916320535,-29333.151744804578,0.1929645975261207
0.11,-28508.89977628747,-28508.46431124216,0.35069794890085043
0.12,-27440.39357234212,-27440.882568376208,1
0.13,-28039.680769726652,-28039.777912601672,1
0.14,-27654.042309742403,-27653.13816620275,0.17871384749965794
0.15,-27749.649836140812,-27749.105929665882,0.29695629693925996
0.16,-27858.28445347878,-27855.858594077567,0.027618597831547874
0.17,-27247.058846746124,-27244.69502628433,0.029681569436158087
0.18,-27007.100851732972,-27007.73045672122,1
0.19,-28682.314047222073,-28682.140338075886,0.5555782229976621
0.2,-27881.086913219086,-27880.383799336185,0.2356836163215338
0.21,-27989.336950740297,-27988.329377744856,0.15573628977552725
0.22,-27596.552159598377,-27597.135621242986,1
0.23,-27726.745660054734,-27727.356571510445,1
0.24,-27137.616702962383,-27138.29688634243,1
0.25,-28592.836369521432,-28593.405089192525,1
0.26,-28053.822747215432,-28052.67904658283,0.13042814206282255
0.27,-28991.335990688935,-28991.927470143717,1
0.28,-27111.24519214122,-27111.808425579035,1
0.29,-28610.333216741805,-28610.497849452408,1
0.3,-27645.4478089154,-27644.184357472128,0.11191969566214248
0.31,-28226.335867144473,-28225.93889869284,0.37291234090610176
0.32,-28031.391194397598,-28029.89078322854,0.08322226545864796
0.33,-28458.526672099895,-28458.146080199018,0.38295830866348674
0.34,-28233.51698505707,-28234.17884776351,1
0.35000000000000003,-27802.479147941805,-27800.814272120057,0.0680371475337463
0.36,-27503.466436656377,-27501.37483394295,0.040826414682968874
0.37,-27298.442570545627,-27297.589735052756,0.19154800268264585
0.38,-26814.950344078236,-26812.625122521065,0.03104553240654502
0.39,-27870.966928093014,-27866.85035038622,0.00411319549237627
0.4,-28078.07918325367,-28076.040128802808,0.04344225354213294
0.41000000000000003,-28455.210756096698,-28452.578410163565,0.021762274964984896
0.42,-27199.639190127207,-27197.095283007526,0.024094541636230423
0.43,-28702.89982372808,-28694.943454111257,6.633075188955272e-5
0.44,-28126.474112516004,-28124.86524787804,0.07284461470072331
0.45,-27669.549885417662,-27665.59302192873,0.004906109108185634
0.46,-28167.89245889816,-28165.503904001926,0.0288404867718962
0.47000000000000003,-28025.515719531493,-28018.73815170321,2.3165668812184984e-4
0.48,-29049.142849536798,-29047.372749254595,0.059898217939635165
0.49,-28456.57141662681,-28455.183125456613,0.09565208476934807
0.5,-28287.386923076225,-28282.404243301226,0.001595130233202054
0.51,-28554.74176800998,-28552.760367642102,0.04651624814387495
0.52,-28059.55078241675,-28053.192932104535,3.625984195769543e-4
0.53,-28244.34248403922,-28242.82375560833,0.08136329163182106
0.54,-28289.29014310709,-28287.547481039204,0.06191523494824085
0.55,-28542.02400429073,-28541.313118360536,0.23311198361080923
0.56,-27946.19958145774,-27941.1155220612,0.001428899966725712
0.5700000000000001,-28800.353212680555,-28798.862190249783,0.08419284080273406
0.58,-27308.121105474656,-27306.20975352556,0.0505625807034151
0.59,-28628.43692935468,-28627.61994612857,0.20115530908918486
0.6,-28196.8597804374,-28192.39229470538,0.002797618397206716
0.61,-28019.40740635323,-28015.09191655901,0.0033049380794460135
0.62,-27375.858592018685,-27375.410664213145,0.34389541020985953
0.63,-27611.66431071182,-27610.832386280174,0.19708445831547877
0.64,-27472.348501624227,-27471.30374620692,0.14831355275662708
0.65,-28064.253995711722,-28057.108593990415,1.5662824074453668e-4
0.66,-27564.177427192368,-27550.537737623778,1.760792475185541e-7
0.67,-27650.021783383665,-27646.44552933508,0.007485922855669043
0.68,-27536.038542141207,-27531.0265510246,0.0015451503282582512
0.6900000000000001,-26991.19091835428,-26986.55696179901,0.0023320326482641806
0.7000000000000001,-28276.934804283883,-28274.70264088802,0.03460972532152345
0.71,-27641.713482406223,-27636.115635273654,8.198735605093798e-4
0.72,-28498.76000639794,-28491.92673242939,2.183089030091064e-4
0.73,-27829.201074049935,-27821.394772234224,7.773472304497698e-5
0.74,-28597.879938539587,-28586.535965736028,1.9055957041895517e-6
0.75,-28478.8308684329,-28471.464027187718,1.2381446453016323e-4
0.76,-28310.933985844742,-28298.64022168841,7.1009829001893e-7
0.77,-28916.57439620402,-28909.07816757801,1.0794176209050232e-4
0.78,-27249.819921655242,-27247.04931977814,0.01857380234565658
