"SpeciesId","CU","CU_Name","BroodYear","Escape","TR2","TR3","TR4","TR5","TR6","TR7","Total","Total ER","Age2","Age3","Age4","Age5","Age6","Age7"
"CM","CM_12","Smith Inlet",1954,48215.806460332,NA,25485.2788828444,52713.1463840704,2055.64589337968,0,0,80254.0711602945,0.377098924549651,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1955,10366.3983889714,NA,50442.5265171556,19754.3946814779,2939.95859573666,0,0,73136.8797943702,0.697470725439059,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1956,28929.4838761992,NA,18903.473723434,28252.4838710918,1894.81898696677,0,0,49050.7765814926,0.302135773024374,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1957,30134.8790377075,NA,27035.5075460592,18208.8764602154,3707.76778023642,0,0,48952.1517865111,0.450991907856807,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1958,91610.0322746308,NA,17424.5287314057,35630.9947904676,5195.01144793749,0,0,58250.5349698107,0.156772253058237,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1959,28326.7862954451,NA,34096.1889555114,49923.1442768721,5850.13814950935,0,0,89869.4713818928,0.304248146695341,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1960,36793.3574970756,NA,47772.7038082269,56218.796398137,810.02582331144,0,0,104801.526029675,0.368121502554062,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1961,22811.8816481869,NA,53797.1705846146,7784.20537672234,145.341846920861,0,0,61726.7178082578,0.392146736791616,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1962,48567.2318961399,NA,7448.9005696871,1396.70952913452,3531.24447181395,0,0,12376.8545706356,0.33864263250064,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1963,68435.6449445607,NA,1336.54623738078,33934.6369127378,6828.96867921258,0,0,42100.1518293312,0.334878133016879,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1964,67405.4309346426,NA,32472.9017283268,65625.1852476519,2109.72182653152,0,0,100207.80880251,0.418253018832465,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1965,4709.54975962568,NA,62798.3790405704,20274.0548669656,7518.99192524684,0,0,90591.4258327829,0.706447423624818,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1966,1471.73429988303,NA,19400.7495357217,72256.1870098983,1940.78987375604,0,0,93597.726419376,0.488737301917218,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1967,45403.0031513913,NA,69143.7502652428,18650.6485788558,7343.31704326514,0,0,95137.7158873637,0.350824433875524,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1968,54674.9292406544,NA,17847.2715069306,70567.9823607099,12278.6663998135,0,0,100693.920267454,0.595760749970383,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1969,7800.19178938004,NA,67528.2650661121,117995.819710626,4292.27775314186,0,0,189816.36252988,0.81332530265695,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1970,54233.009921516,NA,112913.147344691,41248.0325970376,1585.82332042658,0,0,155747.003262155,0.635825560372916,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1971,25774.6476697147,NA,39471.2727427959,15239.4825722119,2141.1117261802,0,0,56851.867041188,0.32946787365221,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1972,101977.953823654,NA,14583.0415463273,20575.7062694124,8892.52546605702,0,0,44051.2732817967,0.298836362611017,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1973,150165.338597468,NA,19689.407297791,85455.6022208529,6308.20471027145,0,0,111453.214228915,0.382518614081632,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1974,61635.0270362743,NA,81774.6003939448,60620.7353025096,1394.90228161231,0,0,143790.237978067,0.274988084640234,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1975,23533.3739593047,NA,58009.4958799571,13404.7650433411,6844.48758131949,0,0,78258.7485046177,0.250736172245422,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1976,25774.6476697147,NA,12827.3545128262,65774.3191613431,6989.92208500075,0,0,85591.5957591701,0.392202683805968,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1977,103098.590678859,NA,62941.0890078558,67171.9191056123,8631.71769607717,0,0,138744.725809545,0.414626602617571,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1978,75249.4405030816,NA,64278.4873057209,82949.2855245918,4212.09984095769,0,0,151439.87267127,0.397713862263499,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1979,17418.8519683059,NA,79376.2433410305,40477.5369941111,2127.37053573232,0,0,121981.150870874,0.369505772932559,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1980,113991.590093853,NA,38733.9662538454,20443.6558514027,3822.92530214764,0,0,63000.5474073957,0.159113766303438,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1981,118200.510343472,NA,19563.0449542586,36737.6382769268,9739.61408031385,0,0,66040.2973114992,0.146207397640644,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1982,154327.07581937,NA,35155.1637509833,93595.9744854086,5141.0374778341,0,0,133892.175714226,0.0972858088649969,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1983,77689.6529408874,NA,89564.3259554312,49404.4639383067,5956.58383190674,0,0,144925.373725645,0.0687422603701731,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1984,33671.3619969535,NA,47276.3656359353,57241.7206425262,2710.70803405599,0,0,107228.794312518,0.200859916657181,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1985,54014.4765367795,NA,54776.0323460943,26049.4263839169,5656.58450148215,0,0,86482.0432314933,0.286621970141577,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1986,136412.089244226,NA,24927.3468055495,54358.7799587866,3617.48692497902,0,0,82903.6136893152,0.292841961791673,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1987,80481.5067650677,NA,52017.2743917243,34763.4116854788,2423.06502034623,0,0,89203.7510975493,0.209593142612099,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1988,92675.6744567446,NA,33265.9770106508,23285.2277257277,2164.89691348283,0,0,58716.1016498614,0.214449937184349,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1989,31989.3665778324,NA,22282.2160615321,20804.2777267156,2583.61819833054,0,0,45670.1119865782,0.40416190226948,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1990,70550.0252615968,NA,19908.13303486,24828.1154650421,4669.80068785583,0,0,49406.0491877579,0.370278871547897,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1991,47709.6256647521,NA,23758.6438796765,44875.9614527163,2366.04528498522,0,0,71000.6506173781,0.334107061125784,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1992,23106.0792537696,NA,42942.9284882444,22737.2781199214,561.342331744912,0,0,66241.5489399107,0.518532960640021,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1993,27373.055561957,NA,21757.8693962891,5394.40085883603,845.092450322631,0,0,27997.3627054478,0.361602131392124,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1994,31237.4869354098,NA,5162.03693066276,8121.18948101685,1365.80598031941,0,0,14649.032391999,0.389545747747105,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1995,75356.4117823287,NA,7771.36907674386,13125.1547167949,2576.82233206328,0,0,23473.3461256021,0.185244620657086,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1996,46051.1405336453,NA,12559.7884068588,24762.8083881383,4817.49492931997,0,0,42140.0917243171,0.0172960338929968,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1997,11117.8913001567,NA,23696.1499064563,46295.2770787493,6704.8119751295,0,0,76696.2389603351,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1998,16737.8183862672,NA,44301.1070644338,64432.0612068297,5872.86151099445,0,0,114606.029782258,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",1999,27051.0196141693,NA,61656.648842397,56437.1638965044,5237.95756385992,0,0,123331.770302761,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2000,51036.2909895678,NA,54006.1318984893,50335.8488806662,1973.72798883575,0,0,106315.708767991,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2001,95414.8332208353,NA,48167.6311527067,18967.178058687,3624.76565720681,0,0,70759.5748686005,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2002,132794.849972856,NA,18150.1664728944,34833.3590191472,1560.5238646601,0,0,54544.0493567017,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2003,116317.320479193,NA,33332.9113614799,14996.359261895,1218.20639746305,0,0,49547.477020838,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2004,103742.475021983,NA,14350.3907776131,11706.7487432971,1501.53701240583,0,0,27558.676533316,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2005,39091.4634350515,NA,11202.4802999028,14429.5060094931,398.047908781998,0,0,26030.0342181779,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2006,71791.7539553735,NA,13807.9547407413,3825.17023848337,802.779653341994,0,0,18435.9046325666,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2007,30907.582979998,NA,3660.40095162372,7714.57096061667,836.160838393577,0,0,12211.132750634,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2008,24127.6767174301,NA,7382.26565749035,8035.35826477646,2022.16897686463,0,NA,17439.7928991314,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2009,29739.2951555918,NA,7689.23504191202,19432.687414829,880.169303572186,NA,0,28002.0917603132,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2010,7883.69793586845,NA,18595.6240039264,8458.27185765943,NA,0,NA,27053.8958615859,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2011,15899.7752692017,NA,8093.93162306528,NA,411.475552972205,NA,NA,8505.40717603749,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2012,16560.9197542796,NA,NA,3954.20753222646,NA,NA,NA,3954.20753222646,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2013,40050.8809044291,NA,3783.87996127936,NA,NA,NA,NA,3783.87996127936,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2014,17432.547109768,NA,NA,NA,NA,NA,NA,NA,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2016,8106.02440123748,NA,NA,NA,NA,NA,NA,NA,0.00535239806549041,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2017,9707.02735151304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2018,25862.4217205348,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_12","Smith Inlet",2019,4766.06652845396,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1954,37340.1185018749,NA,16449.0104786459,90566.9019492571,947.664965976068,0,0,107963.577393879,0.316243005660171,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1955,5342.33623144295,NA,86665.7307812037,9106.89327572961,1372.88817860491,0,0,97145.5122355383,0.615870797209376,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1956,16758.0652312632,NA,8714.61366018396,13193.2133939216,1110.8349080615,0,0,23018.661962167,0.208993509681556,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1957,25458.818131035,NA,12624.9154550655,10674.9276567922,1373.98893638069,0,0,24673.8320482384,0.281383565681051,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1958,154535.29271772,NA,10215.104927965,13203.7914821135,1287.80978478412,0,0,24706.7061948626,0.172097947342311,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1959,13469.7277440073,NA,12635.0378918905,12375.6250262875,1589.99690146585,0,0,26600.6598196439,0.282355496708209,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1960,19018.8135786947,NA,11842.5447232178,15279.5899503115,277.456680200308,0,0,27399.5913537296,0.30055490858397,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1961,15132.0322322551,NA,14621.4212982886,2666.30978873419,3399.38073264887,0,0,20687.1118196717,0.312214351689909,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1962,19773.5284032461,NA,2551.45843963167,32667.4496233161,1031.64837912964,0,0,36250.5564420774,0.27338174082409,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1963,19584.8496971082,NA,31260.2985575138,9913.95907216676,1429.12161127421,0,0,42603.3792409547,0.232154412172947,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1964,22792.3877014516,NA,9486.91508080591,13733.6067694642,883.254942609624,0,0,24103.7767928797,0.27623276876492,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1965,1252.79710228253,NA,13142.0313748191,8487.92430489581,2655.65035115509,0,0,24285.60603087,0.772023057262203,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1966,58754.5490913247,NA,8122.30679052582,25520.3317563963,963.058284930881,0,0,34605.696831853,0.127336001192954,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1967,11048.9072827964,NA,24421.042940014,9254.8203574661,1846.99969348438,0,0,35522.8629909645,0.459254393266206,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1968,17271.4285714286,NA,8856.16877982587,17749.3414790774,1112.20449476447,0,0,27717.7147536678,0.389810900841447,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1969,3008.82352941177,NA,16984.7882290512,10688.0891435872,2867.25576575188,0,0,30540.1331383903,0.828004925111251,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1970,24819.4829711451,NA,10227.6994834451,27553.8224904498,595.412141847549,0,0,38376.9341157424,0.528124741772552,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1971,12482.8763062298,NA,26366.9410187878,5721.80572835078,119.746868033769,0,0,32208.4936151724,0.345563571215447,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1972,24664.8444479604,NA,5475.33882867532,1150.74629372122,560.596300105757,0,0,7186.6814225023,0.325756251844199,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1973,10824.6966229293,NA,1101.17787340224,5387.23162628864,3397.00866773991,0,0,9885.41816743079,0.508598522066354,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1974,37267.8840875139,NA,5155.1765129551,32644.654497671,329.733588401262,0,0,38129.5645990273,0.343743418339538,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1975,8943.32510439648,NA,31238.4853323756,3168.68166156253,1359.63740841106,0,0,35766.8044023492,0.241620294944214,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1976,954.489405760701,NA,3032.19063368401,13065.8758281055,852.792273767619,0,0,16950.8587355571,0.59754964043596,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1977,3386.58365774504,NA,12503.0629575214,8195.18342705583,9886.47199610055,0,0,30584.7183806777,0.694987981819913,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1978,37632.7151988984,NA,7842.17573203219,95007.2531691025,2757.78192230646,0,0,105607.210823441,0.440662071770181,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1979,4432.55862373387,NA,90914.8137807384,26501.7981521706,623.523061219354,0,0,118040.134994128,0.321270586968607,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1980,23076.1803899683,NA,25360.2326505623,5991.94670833096,2823.64039440243,0,0,34175.8197532957,0.143068335218052,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1981,13465.7276511219,NA,5733.84348037524,27134.6864599735,20787.0672580942,0,0,53655.5971984429,0.202754750460595,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1982,187782.339025234,NA,25965.8592814627,199760.052161364,5867.65673025984,0,0,231593.568173087,0.0409996304926947,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1983,51113.2992750346,NA,191155.383797448,56387.1468711047,1719.45649877419,0,0,249261.987167326,0.0642079203136799,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1984,9583.74361406899,NA,53958.2693574895,16523.6738602741,573.175694405741,0,0,71055.1189121693,0.223952977572208,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1985,43901.9613831097,NA,15811.9162681889,5508.11738810984,687.147935001381,0,0,22007.1815913001,0.21498147050616,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1986,267783.518234707,NA,5270.85511809439,6603.37053005883,190.714966955498,0,0,12064.9406151087,0.349576846613332,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1987,92599.9353542901,NA,6318.9302083807,1832.73721463275,1002.88292252282,0,0,9154.55034553627,0.203196275622781,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1988,24275.202176543,NA,1753.79202133962,9637.52810473503,124.716007300277,0,0,11516.0361333749,0.287184666336467,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1989,4677.95689359521,NA,9222.39138299355,1198.49884614962,716.34905575831,0,0,11137.2392849015,0.587927321652219,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1990,4555.43779699414,NA,1146.8734836506,6883.9881531775,1848.01782009189,0,0,9878.87945691999,0.665277238489014,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1991,2374.10015474721,NA,6587.46022159999,17759.1254963079,528.672322774071,0,0,24875.258040682,0.371479235601067,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1992,8899.53859237829,NA,16994.1507995379,5080.44783145137,506.319152774727,0,0,22580.9177837639,0.551953978437642,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1993,1518.40468874701,NA,4861.60743640327,4865.63780800748,3437.42323014855,0,0,13164.6684745593,0.385289391519304,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1994,9511.35364207568,NA,4656.05035914648,33033.0313184409,897.268563752015,0,0,38586.3502413394,0.329616977187132,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1995,27199.1340992691,NA,31610.1328135863,8622.59273385775,5993.1519460494,0,0,46225.8774934935,0.256887966262248,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1996,10470.8322989517,NA,8251.17437413469,57593.1337734833,1117.12386914843,0,0,66961.4320167664,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1997,10028.1076010047,NA,55112.3083491927,10735.3634642666,5273.25022430295,0,0,71120.9220377622,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1998,68081.2681748575,NA,10272.9374617869,50675.0051263972,7400.29460588523,0,0,68348.2371940693,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",1999,17771.2133838783,NA,48492.1782361628,71115.52669391,5437.52593222516,0,0,125045.230862298,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2000,118699.781066536,NA,68052.2239158747,52253.6657222351,5508.7733327539,0,0,125814.662970864,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2001,22125.6460516624,NA,50002.8379942987,52938.3406823567,2678.82218323879,0,0,105620.000859894,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2002,104441.478001643,NA,50658.0205664019,25743.0089781632,2985.56292119905,0,0,79386.5924657642,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2003,146569.510910779,NA,24634.1283358639,28690.7333999956,280.365211894628,0,0,53605.2269477542,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2004,107695.106599825,NA,27454.8794674732,2694.26026562237,384.877901278597,0,0,30534.0176343741,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2005,109106.225643769,NA,2578.20494915183,3698.60878788622,169.013386809923,0,0,6445.82712384797,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2006,53056.4900621665,NA,3539.29113811948,1624.18885482619,861.318221242877,0,NA,6024.79821418855,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2007,59131.7671063389,NA,1554.22688642993,8277.11627940273,449.548947611064,NA,0,10280.8921134437,0,NA,0.4643,0.4852,0.05049,0,0
"CM","CM_13","Rivers Inlet",2008,5552.88595552839,NA,7920.57932507562,4320.08614341233,NA,0,NA,12240.6654684879,0,NA,0.4643,0.4852,0.05049,0,0
