AREA,PERIMETER,QCST_TAG,FCODE,GEOMETRY,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
,802.582,ISLAND,GE14850000,,956,34271.7023,802.5815,,
,631.943,ISLAND,GE14850000,,958,28738.3664,631.9432,,
,351.97,ISLAND,GE14850000,,961,8896.2638,351.9703,,
,637.494,ISLAND,GE14850000,,947,23430.2545,637.4941,,
,830.78,ISLAND,GE14850000,,945,45874.0462,830.7801,,
,352.587,ISLAND,GE14850000,,952,8734.626,352.5869,,
,371.865,ISLAND,GE14850000,,951,9801.2198,371.8656,,
,419.925,ISLAND,GE14850000,,948,11145.159,419.9253,,
,305.554,ISLAND,GE14850000,,949,6222.5324,305.554,,
,292.717,ISLAND,GE14850000,,946,5587.9942,292.7165,,
,6205.437,ISLAND,GE14850000,,1025,865527.8071,6205.4366,,
,1075.331,ISLAND,GE14850000,,233,67389.6739,1075.3304,,
,14531.146,ISLAND,GE14850000,,787,6411653.0854,14531.1441,,
,477.162,ISLAND,GE14850000,,996,14235.3355,477.162,,
,388.853,ISLAND,GE14850000,,825,11259.6249,388.8523,,
,563.094,ISLAND,GE14850000,,1011,17752.7711,563.0943,,
,1257.765,ISLAND,GE14850000,,1037,86392.1768,1257.7656,,
,3337.349,ISLAND,GE14850000,,833,441162.6254,3337.3488,,
,803.039,ISLAND,GE14850000,,820,33789.4988,803.039,,
,469.732,ISLAND,GE14850000,,834,15231.8808,469.7328,,
,1701.692,ISLAND,GE14850000,,1020,96716.4297,1701.6928,,
,1205.245,ISLAND,GE14850000,,1023,102603.0822,1205.2453,,
,551.928,ISLAND,GE14850000,,909,22418.0739,551.9273,,
,1009.358,ISLAND,GE14850000,,910,65572.842,1009.3584,,
,459.911,ISLAND,GE14850000,,877,13365.7573,459.9113,,
,1017.395,ISLAND,GE14850000,,1015,72423.0844,1017.3962,,
,740.849,ISLAND,GE14850000,,789,32954.1212,740.8487,,
,502.767,ISLAND,GE14850000,,876,14465.6531,502.7662,,
,3464.533,ISLAND,GE14850000,,1013,406599.7282,3464.5344,,
,659.712,ISLAND,GE14850000,,868,28896.0296,659.7104,,
,322.301,ISLAND,GE14850000,,885,7228.0255,322.3026,,
,365.595,ISLAND,GE14850000,,881,9971.2083,365.596,,
,500,ISLAND,GE14850000,,880,16310.5663,500.0003,,
,499.357,ISLAND,GE14850000,,879,14222.7826,499.3565,,
,586.707,ISLAND,GE14850000,,884,19823.0965,586.7063,,
,577.743,ISLAND,GE14850000,,908,23299.741,577.7434,,
,2024.033,ISLAND,GE14850000,,1028,278535.8646,2024.0329,,
,470.036,ISLAND,GE14850000,,901,16021.4696,470.0365,,
,1151.288,ISLAND,GE14850000,,875,91539.4325,1151.2885,,
,1316.201,ISLAND,GE14850000,,902,70193.5553,1316.2012,,
,395.065,ISLAND,GE14850000,,900,10361.4048,395.0662,,
,189272.605,ISLAND,GE14850000,,620,425812706.3379,189272.6123,,
,374.168,ISLAND,GE14850000,,840,9265.7305,374.1693,,
,307.481,ISLAND,GE14850000,,837,6919.6208,307.481,,
,481.843,ISLAND,GE14850000,,836,16755.5381,481.8421,,
,380.028,ISLAND,GE14850000,,835,9468.7512,380.0278,,
,866.036,ISLAND,GE14850000,,830,35726.7895,866.0354,,
,675.18,ISLAND,GE14850000,,821,24296.5331,675.1809,,
,2305.698,ISLAND,GE14850000,,818,247798.7269,2305.6963,,
,842.401,ISLAND,GE14850000,,815,29275.0559,842.401,,
,384.001,ISLAND,GE14850000,,793,10261.221,384.0023,,
,502.874,ISLAND,GE14850000,,792,14606.707,502.8748,,
,611.357,ISLAND,GE14850000,,791,22377.2856,611.3572,,
,546.698,ISLAND,GE14850000,,752,14693.1751,546.6979,,
,784.935,ISLAND,GE14850000,,749,26962.2098,784.9358,,
,3263.494,ISLAND,GE14850000,,720,425614.0157,3263.4939,,
,383.413,ISLAND,GE14850000,,718,10659.2961,383.4125,,
,295.036,ISLAND,GE14850000,,717,6409.7989,295.0368,,
,559.466,ISLAND,GE14850000,,716,15774.854,559.4654,,
,412.751,ISLAND,GE14850000,,713,10788.2503,412.751,,
,1321.106,ISLAND,GE14850000,,710,95628.7165,1321.1062,,
,832.29,ISLAND,GE14850000,,704,43619.8578,832.2893,,
,2575.012,ISLAND,GE14850000,,697,278223.6889,2575.013,,
,1170.468,ISLAND,GE14850000,,701,70054.6608,1170.4683,,
,311.573,ISLAND,GE14850000,,703,6787.3444,311.5742,,
,819.791,ISLAND,GE14850000,,699,41811.763,819.7904,,
,1064.679,ISLAND,GE14850000,,695,48751.878,1064.6802,,
,2025.506,ISLAND,GE14850000,,694,130678.3721,2025.5072,,
,4252.499,ISLAND,GE14850000,,677,591967.0597,4252.4986,,
,3943.989,ISLAND,GE14850000,,663,306049.8919,3943.9875,,
,537.302,ISLAND,GE14850000,,669,17466.6316,537.3014,,
,614.787,ISLAND,GE14850000,,646,25726.5691,614.7863,,
,466.905,ISLAND,GE14850000,,805,14987.6792,466.9048,,
,895.51,ISLAND,GE14850000,,799,54032.7895,895.51,,
,416.779,ISLAND,GE14850000,,966,12176.9742,416.7799,,
,394.868,ISLAND,GE14850000,,953,10900.7213,394.8673,,
,502.602,ISLAND,GE14850000,,970,16690.6759,502.6023,,
,1054.816,ISLAND,GE14850000,,979,55851.6901,1054.8154,,
,215.627,ISLAND,GE14850000,,963,2957.9824,215.6261,,
,496.608,ISLAND,GE14850000,,976,15258.1011,496.607,,
,385.496,ISLAND,GE14850000,,829,10648.3729,385.4968,,
,9796.52,ISLAND,GE14850000,,742,2620275.0903,9796.5197,,
,290.883,ISLAND,GE14850000,,832,6042.6289,290.8818,,
,1206.497,ISLAND,GE14850000,,971,62286.088,1206.4971,,
,359.673,ISLAND,GE14850000,,824,8989.6536,359.673,,
,357.345,ISLAND,GE14850000,,822,8986.9375,357.3454,,
,1078.757,ISLAND,GE14850000,,828,79154.1066,1078.7562,,
,688.69,ISLAND,GE14850000,,1010,23019.6394,688.6914,,
,392.557,ISLAND,GE14850000,,819,11374.2419,392.5558,,
,507.072,ISLAND,GE14850000,,967,18971.2466,507.0719,,
,564.88,ISLAND,GE14850000,,991,22181.8518,564.8804,,
,377.987,ISLAND,GE14850000,,1016,9346.9188,377.9873,,
,296.209,ISLAND,GE14850000,,1012,6503.3027,296.2094,,
,343.545,ISLAND,GE14850000,,969,7945.8894,343.5447,,
,2875.814,ISLAND,GE14850000,,794,374400.5863,2875.8133,,
,851.014,ISLAND,GE14850000,,1018,38828.8963,851.015,,
,465.28,ISLAND,GE14850000,,1029,12221.6124,465.2797,,
,481.868,ISLAND,GE14850000,,1008,16839.0899,481.8677,,
,2188.88,ISLAND,GE14850000,,255,212156.2247,2188.8784,,
,402.553,ISLAND,GE14850000,,1005,10863.048,402.5529,,
,310.454,ISLAND,GE14850000,,1001,6898.8426,310.4532,,
,474.106,ISLAND,GE14850000,,748,15326.0779,474.1062,,
,351.209,ISLAND,GE14850000,,990,8024.7826,351.2083,,
,309.049,ISLAND,GE14850000,,267,6953.4585,309.0488,,
,3295.334,ISLAND,GE14850000,,257,306839.473,3295.3353,,
,285.81,ISLAND,GE14850000,,266,5057.0994,285.8108,,
,2570.248,ISLAND,GE14850000,,247,144893.6223,2570.2485,,
,891.372,ISLAND,GE14850000,,252,34463.5635,891.3709,,
,525.613,ISLAND,GE14850000,,249,12646.8169,525.6125,,
,1060.746,ISLAND,GE14850000,,245,51786.6952,1060.7467,,
,824.287,ISLAND,GE14850000,,246,26904.3746,824.2874,,
,594.684,ISLAND,GE14850000,,242,17941.4188,594.684,,
,293.473,ISLAND,GE14850000,,244,5574.1147,293.4746,,
,380.42,ISLAND,GE14850000,,240,10287.3985,380.4198,,
,582.58,ISLAND,GE14850000,,237,25046.5667,582.5797,,
,677.222,ISLAND,GE14850000,,236,24277.9968,677.2214,,
,393.903,ISLAND,GE14850000,,234,10913.7638,393.9031,,
,440.817,ISLAND,GE14850000,,230,13258.8206,440.8182,,
,450.289,ISLAND,GE14850000,,1047,13124.6453,450.2895,,
,668.893,ISLAND,GE14850000,,1045,21809.3745,668.8926,,
,640.282,ISLAND,GE14850000,,1044,25174.5215,640.2812,,
,441.365,ISLAND,GE14850000,,1043,12379.6062,441.3634,,
,783.326,ISLAND,GE14850000,,1036,25682.4989,783.326,,
,578.084,ISLAND,GE14850000,,1038,17133.3462,578.0838,,
,349.532,ISLAND,GE14850000,,1041,7059.8717,349.5317,,
,338.135,ISLAND,GE14850000,,1039,7285.0716,338.1352,,
,770.593,ISLAND,GE14850000,,1032,30386.4921,770.5924,,
,356.562,ISLAND,GE14850000,,1030,7696.1757,356.5628,,
,994.085,ISLAND,GE14850000,,1022,58826.5739,994.0849,,
,1213.582,ISLAND,GE14850000,,1014,90109.1741,1213.5826,,
,681.506,ISLAND,GE14850000,,1017,26494.1818,681.5054,,
,4057.333,ISLAND,GE14850000,,993,387115.3485,4057.3307,,
,401.304,ISLAND,GE14850000,,1009,9885.0026,401.303,,
,251.335,ISLAND,GE14850000,,1007,4287.9542,251.3346,,
,189903.537,ISLAND,GE14850000,,771,292127420.591,189903.5379,,
,1842.617,ISLAND,GE14850000,,954,119695.6867,1842.6159,,
,476.583,ISLAND,GE14850000,,878,15980.5385,476.5835,,
,374.06,ISLAND,GE14850000,,1003,9097.4392,374.06,,
,393.349,ISLAND,GE14850000,,874,10796.1363,393.3493,,
,1125.013,ISLAND,GE14850000,,957,77451.4759,1125.0127,,
,487.496,ISLAND,GE14850000,,870,13291.1004,487.496,,
,455.081,ISLAND,GE14850000,,872,12705.2462,455.0819,,
,907.448,ISLAND,GE14850000,,999,37273.2263,907.4479,,
,485.263,ISLAND,GE14850000,,817,14280.373,485.2635,,
,501.987,ISLAND,GE14850000,,841,13143.5162,501.9863,,
,972.327,ISLAND,GE14850000,,809,58031.8944,972.327,,
,431.845,ISLAND,GE14850000,,790,11854.6716,431.8445,,
,576.593,ISLAND,GE14850000,,780,22356.154,576.5923,,
,683.933,ISLAND,GE14850000,,744,28601.1555,683.9326,,
,4840.959,ISLAND,GE14850000,,816,1119101.0927,4840.959,,
,630.796,ISLAND,GE14850000,,849,22064.9793,630.7973,,
,15087.355,ISLAND,GE14850000,,839,5205570.036,15087.3526,,
,979.076,ISLAND,GE14850000,,863,40333.777,979.0756,,
,796.624,ISLAND,GE14850000,,871,36624.9256,796.6235,,
,576.639,ISLAND,GE14850000,,962,22492.0857,576.6376,,
,126383.657,ISLAND,GE14850000,,651,238853130.5877,126383.6608,,
,59734.869,ISLAND,GE14850000,,894,50616701.6466,59734.8615,,
,354.524,ISLAND,GE14850000,,974,8922.2482,354.5246,,
,4462.965,ISLAND,GE14850000,,936,527104.5386,4462.9638,,
,496.414,ISLAND,GE14850000,,977,16502.1816,496.4144,,
,383.263,ISLAND,GE14850000,,898,8893.1467,383.2623,,
,799.628,ISLAND,GE14850000,,916,30863.2516,799.6265,,
,435.305,ISLAND,GE14850000,,777,13493.986,435.3054,,
,360.232,ISLAND,GE14850000,,959,8392.7759,360.2327,,
,529.695,ISLAND,GE14850000,,937,17644.8524,529.6948,,
,113031.526,ISLAND,GE14850000,,1019,168477536.4152,113031.5206,,
,5775.698,ISLAND,GE14850000,,341,1531698.153,5775.696,,
,722.43,ISLAND,GE14850000,,351,35331.277,722.4299,,
,827.9,ISLAND,GE14850000,,350,43465.8753,827.8997,,
,792.69,ISLAND,GE14850000,,348,34594.9993,792.6904,,
,556.928,ISLAND,GE14850000,,346,20669.8333,556.9274,,
,502.682,ISLAND,GE14850000,,345,15164.8826,502.6829,,
,802.919,ISLAND,GE14850000,,342,43650.6083,802.9187,,
,743.531,ISLAND,GE14850000,,339,35860.7457,743.5298,,
,628.628,ISLAND,GE14850000,,335,23929.8103,628.6272,,
,597.458,ISLAND,GE14850000,,1177,19320.9971,597.4581,,
,3013.971,ISLAND,GE14850000,,1173,426587.1563,3013.9704,,
,570.598,ISLAND,GE14850000,,1176,21075.1058,570.5976,,
,1560.512,ISLAND,GE14850000,,1171,93941.6881,1560.5128,,
,369.919,ISLAND,GE14850000,,1170,9405.1691,369.9186,,
,505.864,ISLAND,GE14850000,,1169,15302.3557,505.8651,,
,3886.134,ISLAND,GE14850000,,1160,302307.1273,3886.1335,,
,729.534,ISLAND,GE14850000,,1166,25703.6157,729.5342,,
,616.012,ISLAND,GE14850000,,1167,26644.521,616.0121,,
,723.349,ISLAND,GE14850000,,1157,26621.933,723.3482,,
,735.565,ISLAND,GE14850000,,1153,28969.7906,735.5652,,
,872.015,ISLAND,GE14850000,,1152,38640.8613,872.0144,,
,699.24,ISLAND,GE14850000,,1151,27000.2433,699.239,,
,710.37,ISLAND,GE14850000,,1149,30343.8276,710.3701,,
,1260.476,ISLAND,GE14850000,,1143,72872.3776,1260.4765,,
,634.538,ISLAND,GE14850000,,1140,23768.7461,634.5373,,
,696.659,ISLAND,GE14850000,,1133,26342.6816,696.6586,,
,868.851,ISLAND,GE14850000,,1132,43738.9987,868.8511,,
,459.037,ISLAND,GE14850000,,281,14493.3434,459.0382,,
,506.477,ISLAND,GE14850000,,278,16528.315,506.4766,,
,962.808,ISLAND,GE14850000,,259,39732.4401,962.8087,,
,844.371,ISLAND,GE14850000,,1317,42311.549,844.3716,,
,461.968,ISLAND,GE14850000,,1315,14199.3516,461.9681,,
,975.035,ISLAND,GE14850000,,1308,54273.0926,975.0349,,
,1061.347,ISLAND,GE14850000,,1299,65418.8533,1061.347,,
,701.109,ISLAND,GE14850000,,1298,28781.0577,701.1096,,
,3798.308,ISLAND,GE14850000,,1280,479834.1308,3798.3079,,
,547.82,ISLAND,GE14850000,,1296,21308.0775,547.8192,,
,476.971,ISLAND,GE14850000,,1290,14872.943,476.9708,,
,424.862,ISLAND,GE14850000,,1289,13133.9645,424.8607,,
,265.565,ISLAND,GE14850000,,1288,4891.0936,265.5645,,
,1551.841,ISLAND,GE14850000,,1274,90452.2033,1551.8402,,
,658.236,ISLAND,GE14850000,,1279,28433.1369,658.2365,,
,916.824,ISLAND,GE14850000,,1276,51412.7808,916.8236,,
,549.211,ISLAND,GE14850000,,1273,19246.4724,549.2111,,
,592.299,ISLAND,GE14850000,,1268,24145.1029,592.2988,,
,930.778,ISLAND,GE14850000,,1267,44178.8728,930.7781,,
,640.514,ISLAND,GE14850000,,382,26022.686,640.5133,,
,481.172,ISLAND,GE14850000,,381,16628.5162,481.1718,,
,383.771,ISLAND,GE14850000,,380,10892.5381,383.7692,,
,398.743,ISLAND,GE14850000,,378,10801.1615,398.7425,,
,462.576,ISLAND,GE14850000,,377,11977.5253,462.5752,,
,414.355,ISLAND,GE14850000,,375,8267.8908,414.3551,,
,837.316,ISLAND,GE14850000,,370,37996.7415,837.3156,,
,303.324,ISLAND,GE14850000,,373,5296.9482,303.324,,
,474.599,ISLAND,GE14850000,,371,15175.606,474.5993,,
,573.098,ISLAND,GE14850000,,369,22877.2295,573.0978,,
,319.032,ISLAND,GE14850000,,366,7258.9467,319.0325,,
,318.647,ISLAND,GE14850000,,363,6341.086,318.6482,,
,424.01,ISLAND,GE14850000,,357,11690.7334,424.0095,,
,486.859,ISLAND,GE14850000,,353,12101.1547,486.8595,,
,332.28,ISLAND,GE14850000,,354,7998.9282,332.2795,,
,65868.053,ISLAND,GE14850000,,229,94200188.384,65868.0546,,
,2692.147,ISLAND,GE14850000,,1165,250924.2193,2692.1471,,
,22565.107,ISLAND,GE14850000,,338,17541428.4598,22565.1057,,
,906.669,ISLAND,GE14850000,,349,59582.6949,906.6686,,
,433.531,ISLAND,GE14850000,,1175,12897.0026,433.5306,,
,569.755,ISLAND,GE14850000,,374,21246.3833,569.754,,
,449.778,ISLAND,GE14850000,,1147,11768.7922,449.7781,,
,542.915,ISLAND,GE14850000,,277,16665.8448,542.9152,,
,640.035,ISLAND,GE14850000,,274,18218.6083,640.0356,,
,13246.752,ISLAND,GE14850000,,383,4473377.0271,13246.7547,,
,2864.613,ISLAND,GE14850000,,1297,489257.3345,2864.614,,
,923.433,ISLAND,GE14850000,,336,46256.0527,923.4318,,
,258.223,ISLAND,GE14850000,,1287,4801.504,258.2233,,
,7002.449,ISLAND,GE14850000,,365,1314992.2359,7002.4483,,
,479.12,ISLAND,GE14850000,,1286,14931.0477,479.1202,,
,566.905,ISLAND,GE14850000,,347,24194.2268,566.9049,,
,1035.994,ISLAND,GE14850000,,352,57736.2357,1035.9943,,
,711.247,ISLAND,GE14850000,,1313,20459.178,711.247,,
,434.721,ISLAND,GE14850000,,1291,11652.873,434.7209,,
,3815.5,ISLAND,GE14850000,,1292,681367.0165,3815.4975,,
,371.689,ISLAND,GE14850000,,1294,8809.5316,371.6893,,
,11644.505,ISLAND,GE14850000,,334,4192167.7925,11644.5065,,
,377.093,ISLAND,GE14850000,,1310,10283.3147,377.0927,,
,604.53,ISLAND,GE14850000,,1295,17236.6482,604.5301,,
,2012.201,ISLAND,GE14850000,,356,151502.9421,2012.2019,,
,1725.51,ISLAND,GE14850000,,1179,165493.2555,1725.5108,,
,689.523,ISLAND,GE14850000,,355,25466.1898,689.5236,,
,365.223,ISLAND,GE14850000,,1154,9006.7947,365.2228,,
,619.884,ISLAND,GE14850000,,1301,17656.5584,619.8841,,
,538.556,ISLAND,GE14850000,,1306,17589.5239,538.5558,,
,328.841,ISLAND,GE14850000,,1321,7427.8249,328.8414,,
,2532.299,ISLAND,GE14850000,,1061,327672.3782,2532.2974,,
,1416.153,ISLAND,GE14850000,,1060,128233.4231,1416.1529,,
,504.061,ISLAND,GE14850000,,1205,17876.6081,504.0612,,
,540.924,ISLAND,GE14850000,,1193,18049.526,540.9234,,
,1311.236,ISLAND,GE14850000,,1182,101297.9941,1311.2364,,
,491.042,ISLAND,GE14850000,,1181,14856.3967,491.0423,,
,465.532,ISLAND,GE14850000,,1347,15371.9101,465.5313,,
,2812.165,ISLAND,GE14850000,,1336,326030.5372,2812.1659,,
,1047.73,ISLAND,GE14850000,,1342,47773.3352,1047.7289,,
,718.675,ISLAND,GE14850000,,1337,34392.313,718.6745,,
,795.496,ISLAND,GE14850000,,1334,40798.6158,795.4962,,
,552.846,ISLAND,GE14850000,,1333,19075.2933,552.8466,,
,554.592,ISLAND,GE14850000,,1331,19648.4906,554.5928,,
,401.17,ISLAND,GE14850000,,1332,10909.4731,401.1697,,
,7900.433,ISLAND,GE14850000,,1327,2558218.0766,7900.4315,,
,425.94,ISLAND,GE14850000,,1326,11385.3775,425.9401,,
,1722.832,ISLAND,GE14850000,,1320,173253.3788,1722.8316,,
,387.969,ISLAND,GE14850000,,1300,11179.4674,387.968,,
,2565.767,ISLAND,GE14850000,,1293,328629.5112,2565.7678,,
,299.175,ISLAND,GE14850000,,1271,6418.86,299.1752,,
,1383.699,ISLAND,GE14850000,,386,89055.2405,1383.6987,,
,382.246,ISLAND,GE14850000,,385,10015.4959,382.2458,,
,402.664,ISLAND,GE14850000,,372,12174.4,402.6631,,
,503.158,ISLAND,GE14850000,,1168,14763.1506,503.1585,,
,2071.803,ISLAND,GE14850000,,1137,184341.178,2071.8033,,
,388.417,ISLAND,GE14850000,,1136,10006.6774,388.4165,,
,311.005,ISLAND,GE14850000,,271,6987.0211,311.0051,,
,2799.05,ISLAND,GE14850000,,262,365026.7722,2799.0511,,
,322.59,ISLAND,GE14850000,,269,7195.7567,322.5905,,
,90893.062,ISLAND,GE14850000,,629,163231024.4206,90893.0603,,
,541.583,ISLAND,GE14850000,,674,20318.2615,541.5839,,
,84270.793,ISLAND,GE14850000,,1344,42450119.5453,84270.7959,,
,539.387,ISLAND,GE14850000,,1124,17913.7462,539.3862,,
,1263.831,ISLAND,GE14850000,,1119,91982.6619,1263.8305,,
,388.309,ISLAND,GE14850000,,1118,10922.3124,388.3081,,
,371.322,ISLAND,GE14850000,,1117,9279.2168,371.3218,,
,941.726,ISLAND,GE14850000,,1110,61184.1264,941.7265,,
,465.733,ISLAND,GE14850000,,1114,15273.3915,465.7332,,
,470.306,ISLAND,GE14850000,,1113,16044.2264,470.3055,,
,440.035,ISLAND,GE14850000,,1111,13214.7492,440.0335,,
,427.549,ISLAND,GE14850000,,1105,12772.4919,427.5485,,
,769.297,ISLAND,GE14850000,,1102,40514.5328,769.2957,,
,9347.017,ISLAND,GE14850000,,1073,1843586.1714,9347.0184,,
,1477.996,ISLAND,GE14850000,,1098,87368.8288,1477.9947,,
,704.278,ISLAND,GE14850000,,1091,25551.4574,704.2774,,
,409.769,ISLAND,GE14850000,,1085,12365.0002,409.7703,,
,442.015,ISLAND,GE14850000,,1083,14283.3619,442.0152,,
,663.77,ISLAND,GE14850000,,1081,25585.8341,663.7697,,
,4909.514,ISLAND,GE14850000,,1055,631420.2523,4909.5147,,
,668.285,ISLAND,GE14850000,,1076,27398.2987,668.2851,,
,362.19,ISLAND,GE14850000,,1077,8751.4341,362.1899,,
,874.937,ISLAND,GE14850000,,1072,53197.0158,874.9376,,
,1074.4,ISLAND,GE14850000,,1209,63044.0863,1074.3999,,
,707.576,ISLAND,GE14850000,,1208,36453.2755,707.5766,,
,338.819,ISLAND,GE14850000,,1206,8090.3299,338.8191,,
,797.235,ISLAND,GE14850000,,1201,39126.5683,797.2344,,
,350.732,ISLAND,GE14850000,,1198,9020.9931,350.7312,,
,534.668,ISLAND,GE14850000,,1192,13759.0694,534.669,,
,857.222,ISLAND,GE14850000,,1191,33247.2208,857.2219,,
,1970.303,ISLAND,GE14850000,,1190,206397.0666,1970.3025,,
,545.521,ISLAND,GE14850000,,1346,18025.177,545.5204,,
,958.737,ISLAND,GE14850000,,1318,52784.2234,958.7371,,
,23144.707,ISLAND,GE14850000,,1108,5757195.2185,23144.7099,,
,2121.606,ISLAND,GE14850000,,1595,161289.6166,2121.6046,,
,3549.666,ISLAND,GE14850000,,1587,418728.8776,3549.6667,,
,49870.068,ISLAND,GE14850000,,1195,32292319.9513,49870.0698,,
,402.879,ISLAND,GE14850000,,1593,10577.9596,402.8785,,
,441.977,ISLAND,GE14850000,,1590,13526.4674,441.9762,,
,363.256,ISLAND,GE14850000,,1588,9524.7302,363.2545,,
,774.942,ISLAND,GE14850000,,1585,31399.9947,774.9438,,
,1394.064,ISLAND,GE14850000,,1581,114091.2948,1394.0649,,
,612.084,ISLAND,GE14850000,,1579,24702.8765,612.0837,,
,43535.802,ISLAND,GE14850000,,1180,40702226.4296,43535.7997,,
,1058.715,ISLAND,GE14850000,,1576,68976.2423,1058.7153,,
,288.548,ISLAND,GE14850000,,1126,6050.8591,288.5483,,
,572.396,ISLAND,GE14850000,,1121,21193.7836,572.396,,
,371.49,ISLAND,GE14850000,,1122,9676.2916,371.4897,,
,797.449,ISLAND,GE14850000,,1115,27606.6865,797.4491,,
,2604.115,ISLAND,GE14850000,,1097,204204.6675,2604.1162,,
,407.703,ISLAND,GE14850000,,1104,10103.2782,407.7024,,
,1021.076,ISLAND,GE14850000,,1099,39007.1681,1021.0756,,
,1274.808,ISLAND,GE14850000,,1094,69124.4483,1274.808,,
,1707.548,ISLAND,GE14850000,,1080,107786.0286,1707.5489,,
,653.857,ISLAND,GE14850000,,1069,20682.7406,653.8563,,
,276.305,ISLAND,GE14850000,,1066,5547.981,276.3045,,
,517.603,ISLAND,GE14850000,,1056,18245.276,517.6023,,
,602.774,ISLAND,GE14850000,,1054,19216.6548,602.7735,,
,319.908,ISLAND,GE14850000,,1050,7290.753,319.9085,,
,387.943,ISLAND,GE14850000,,1049,10871.2161,387.9434,,
,548.687,ISLAND,GE14850000,,1207,19812.6543,548.6865,,
,428.054,ISLAND,GE14850000,,1199,13253.498,428.0546,,
,399.594,ISLAND,GE14850000,,1189,10648.6321,399.5943,,
,455.87,ISLAND,GE14850000,,1325,13852.2165,455.8703,,
,766.064,ISLAND,GE14850000,,1648,30926.3236,766.0636,,
,539.011,ISLAND,GE14850000,,1630,17958.8288,539.011,,
,323.052,ISLAND,GE14850000,,1627,7676.6866,323.0524,,
,980.87,ISLAND,GE14850000,,1620,38476.8408,980.8699,,
,751.015,ISLAND,GE14850000,,1618,33697.9013,751.0148,,
,686.201,ISLAND,GE14850000,,1616,26529.7295,686.2007,,
,1180.505,ISLAND,GE14850000,,1610,86630.6282,1180.5043,,
,520.941,ISLAND,GE14850000,,1609,18234.8025,520.9417,,
,445.446,ISLAND,GE14850000,,1608,14258.8991,445.447,,
,944.021,ISLAND,GE14850000,,1604,48896.4592,944.0216,,
,1781.066,ISLAND,GE14850000,,1600,148233.6509,1781.0675,,
,338.513,ISLAND,GE14850000,,1602,8494.6522,338.5137,,
,342.316,ISLAND,GE14850000,,1601,8476.0572,342.3157,,
,1418.3,ISLAND,GE14850000,,1598,102463.8561,1418.2987,,
,408.176,ISLAND,GE14850000,,1597,12379.0542,408.1766,,
,594.916,ISLAND,GE14850000,,1596,22365.1384,594.9155,,
,13885.095,ISLAND,GE14850000,,1125,5911292.3524,13885.0948,,
,451.819,ISLAND,GE14850000,,1592,13343.014,451.8187,,
,438.637,ISLAND,GE14850000,,1591,12963.2612,438.6372,,
,1903.467,ISLAND,GE14850000,,1584,141763.888,1903.4684,,
,516.909,ISLAND,GE14850000,,1586,16044.6346,516.9104,,
,662.16,ISLAND,GE14850000,,1582,27133.2114,662.1594,,
,565.668,ISLAND,GE14850000,,1580,20956.2015,565.667,,
,741.768,ISLAND,GE14850000,,1577,27600.4898,741.7674,,
,402.24,ISLAND,GE14850000,,1578,11807.5343,402.2391,,
,1405.907,ISLAND,GE14850000,,1128,72714.8784,1405.9076,,
,892.436,ISLAND,GE14850000,,1574,35198.7314,892.4366,,
,1330.284,ISLAND,GE14850000,,1571,96737.6853,1330.2831,,
,2470.767,ISLAND,GE14850000,,1120,238034.3236,2470.7678,,
,730.851,ISLAND,GE14850000,,1573,27227.266,730.8517,,
,789.094,ISLAND,GE14850000,,1127,29802.1202,789.0931,,
,77108.9,ISLAND,GE14850000,,1088,126088175.5358,77108.9014,,
,70786.59,ISLAND,GE14850000,,1269,114270920.5028,70786.5913,,
,562.821,ISLAND,GE14850000,,1231,20292.2244,562.8207,,
,13197.542,ISLAND,GE14850000,,989,4254258.7145,13197.5427,,
,864.209,ISLAND,GE14850000,,250,30313.7021,864.2105,,
,467.805,ISLAND,GE14850000,,1112,13465.4187,467.8046,,
,746.659,ISLAND,GE14850000,,1184,39595.9647,746.6591,,
,8289.226,ISLAND,GE14850000,,1323,1088904.1856,8289.225,,
,620.092,ISLAND,GE14850000,,1183,25254.8796,620.092,,
,461.84,ISLAND,GE14850000,,1229,15084.7933,461.8406,,
,724.661,ISLAND,GE14850000,,358,31169.8636,724.6611,,
,587.305,ISLAND,GE14850000,,1309,23077.5386,587.3054,,
,492.491,ISLAND,GE14850000,,1033,17081.5513,492.4902,,
,632.947,ISLAND,GE14850000,,1307,20254.7504,632.9459,,
,4276.548,ISLAND,GE14850000,,1312,715342.6588,4276.5494,,
,614.176,ISLAND,GE14850000,,1330,22871.2611,614.1762,,
,408.157,ISLAND,GE14850000,,1348,10113.4911,408.1572,,
,391.639,ISLAND,GE14850000,,1186,9639.294,391.6391,,
,514.545,ISLAND,GE14850000,,1202,17262.7868,514.5453,,
,1271.673,ISLAND,GE14850000,,1272,93192.1941,1271.6734,,
,625.313,ISLAND,GE14850000,,1203,21444.5034,625.3134,,
,901.894,ISLAND,GE14850000,,1275,53554.6768,901.8948,,
,351.163,ISLAND,GE14850000,,1282,7877.5696,351.1636,,
,1364.067,ISLAND,GE14850000,,1283,84181.9607,1364.0661,,
,494.175,ISLAND,GE14850000,,1277,15369.9799,494.1749,,
,455.425,ISLAND,GE14850000,,384,15050.3274,455.4242,,
,66793.381,ISLAND,GE14850000,,1129,94003978.3334,66793.3826,,
,55944.848,ISLAND,GE14850000,,1266,46679252.4942,55944.8495,,
